nt_accession	nt_seq_ID	tip_labels	host_taxon	host_genus	Country	Location	Year	nt_slen	nt_title	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	orf_id	contig_id	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment	cluster_on_SKA_plot	Species
KR822817	KR822817_Drosophila_subobscura_rhabdovirus	KR822817_Drosophila_subobscura_rhabdovirus	Drosophila subobscura	Drosophila	United Kingdom	United Kingdom	2008	7008	Drosophila subobscura rhabdovirus RNA-dependent RNA polymerase (L) gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KR822823	KR822823_Drosophila_sturtevanti_rhabdovirus_1	KR822823_Drosophila_sturtevanti_rhabdovirus_1	Drosophila sturtevanti	Drosophila	Spain	Spain	2009	7658	Drosophila sturtevanti rhabdovirus 1 RNA-dependent RNA polymerase (L) gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KR822824	KR822824_Drosophila_algonquin_sigmavirus	KR822824_Drosophila_algonquin_sigmavirus	Drosophila affinis	Drosophila	USA	USA	2010	7016	Drosophila algonquin sigmavirus RNA-dependent RNA polymerase (L) gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KR822825	KR822825_Sigmavirus_capitata	KR822825_Sigmavirus_capitata	Ceratitis capitata	Ceratitis	NA	NA	NA	12583	Ceratitis capitata sigmavirus nucleocapsid protein (N), polymerase-associated protein (P), PP3 (X), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KR822826	KR822826_Alphapaprhavirus_pararge	KR822826_Alphapaprhavirus_pararge	Pararge aegeria	Pararge	NA	NA	NA	13062	Pararge aegeria rhabdovirus nucleocapsid protein (N), polymerase-associated protein (P), matrix protein (M), glycoprotein 1 (G1), glycoprotein 2 (G2), and RNA-dependent RNA polymerase (L) genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KU296051	KU296051_Vesiculovirus_newjersey	KU296051_Vesiculovirus_newjersey	NA	NA	Ecuador	Ecuador	1985	11118	Vesicular stomatitis New Jersey virus isolate Ecuador/85, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KU296053	KU296053_Vesiculovirus_newjersey	KU296053_Vesiculovirus_newjersey	Bos taurus	Bos	Colombia	Colombia	1998	11076	Vesicular stomatitis New Jersey virus isolate 27946/COL/1998, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KU296056	KU296056_Vesiculovirus_newjersey	KU296056_Vesiculovirus_newjersey	Bos taurus	Bos	Colombia	Colombia	2000	11085	Vesicular stomatitis New Jersey virus isolate 29453/COL/2000, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KU296058	KU296058_Vesiculovirus_indiana	KU296058_Vesiculovirus_indiana	Bos taurus	Bos	Colombia	Colombia	1999	11134	Vesicular stomatitis Indiana virus isolate 28336/COL/1999, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KU296059	KU296059_Vesiculovirus_indiana	KU296059_Vesiculovirus_indiana	Bos taurus	Bos	Colombia	Colombia	2001	11099	Vesicular stomatitis Indiana virus isolate 29705/COL/2001, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KU248086	KU248086_Riverside_virus_1	KU248086_Riverside_virus_1	Ochlerotatus sp.	Ochlerotatus	Hungary	Hungary	2014	11616	Riverside virus 1 strain RISV-Danube 1, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KU248087	KU248087_Riverside_virus_1	KU248087_Riverside_virus_1	Ochlerotatus sp.	Ochlerotatus	Hungary	Hungary	2014	11613	Riverside virus 1 strain RISV-Drava 2, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC026102	LC026102_Merhavirus_tritaeniorhynchus	LC026102_Merhavirus_tritaeniorhynchus	Culex tritaeniorhynchus	Culex	Japan	Japan	NA	11190	Culex tritaeniorhynchus rhabdovirus viral cRNA, complete genome, strain: GHK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KT429217	KT429217_Vesicular_stomatitis_virus	KT429217_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: Arizona	2015	11108	Vesicular stomatitis virus strain Arizona/5481555/2015, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KT598228	KT598228_Botrytimonavirus_glycinis	KT598228_Botrytimonavirus_glycinis	NA	NA	USA	USA	2008	6218	Soybean leaf-associated negative-stranded RNA virus 3 isolate SaNSRV1-1, partial sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KT378600	KT378600_Orthobornavirus_betapsittaciforme	KT378600_Orthobornavirus_betapsittaciforme	Cacatuidae	Cacatuidae	USA	USA	2015	8841	Parrot bornavirus 5 isolate Cockg5, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP900919	KP900919_Rhizoctonia_solani_negative-stranded_virus_1	KP900919_Rhizoctonia_solani_negative-stranded_virus_1	Rhizoctonia solani	Rhizoctonia	USA	USA	2013	7386	Rhizoctonia solani negative-stranded virus 1 isolate DK13-1 RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP688353	KP688353_Vesiculovirus_newjersey	KP688353_Vesiculovirus_newjersey	Equus caballus	Equus	USA	USA: TX	2014	11123	Vesicular stomatitis New Jersey virus strain Texas/NJ18826/2014, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP255976	KP255976_Iranian_citrus_ringspot_virus	KP255976_Iranian_citrus_ringspot_virus	Citrus sinensis	Citrus	Iran	Iran	2012	3180	Iranian citrus ringspot virus clone Ir119 RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP872861	KP872861_Vesiculovirus_indiana	KP872861_Vesiculovirus_indiana	NA	NA	USA	USA	2012	10925	Vesicular stomatitis Indiana virus isolate N4_ancestor_Wertz NS, matrix, glycoprotein precursor, and nucleocapsid genes, complete cds; and polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP872862	KP872862_Vesiculovirus_indiana	KP872862_Vesiculovirus_indiana	NA	NA	USA	USA	2012	10925	Vesicular stomatitis Indiana virus isolate N4Ap30 NS, matrix, glycoprotein precursor, and nucleocapsid genes, complete cds; and polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP872863	KP872863_Vesiculovirus_indiana	KP872863_Vesiculovirus_indiana	NA	NA	USA	USA	2012	10925	Vesicular stomatitis Indiana virus isolate N4Bp30 NS, matrix, glycoprotein precursor, and nucleocapsid genes, complete cds; and polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP872864	KP872864_Vesiculovirus_indiana	KP872864_Vesiculovirus_indiana	NA	NA	USA	USA	2012	10925	Vesicular stomatitis Indiana virus isolate N4Cp30 NS, matrix, glycoprotein precursor, and nucleocapsid genes, complete cds; and polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP872866	KP872866_Vesiculovirus_indiana	KP872866_Vesiculovirus_indiana	NA	NA	USA	USA	2012	10925	Vesicular stomatitis Indiana virus isolate N4BL30 NS, matrix, glycoprotein precursor, and nucleocapsid genes, complete cds; and polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP872867	KP872867_Vesiculovirus_indiana	KP872867_Vesiculovirus_indiana	NA	NA	USA	USA	2012	10925	Vesicular stomatitis Indiana virus isolate N4CL30 NS, matrix, glycoprotein precursor, and nucleocapsid genes, complete cds; and polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP872868	KP872868_Vesiculovirus_indiana	KP872868_Vesiculovirus_indiana	NA	NA	USA	USA	2012	11073	Vesicular stomatitis Indiana virus isolate N3_Ancestor_Wertz NS, matrix, nucleocapsid, glycoprotein precursor, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP872869	KP872869_Vesiculovirus_indiana	KP872869_Vesiculovirus_indiana	NA	NA	USA	USA	2012	11073	Vesicular stomatitis Indiana virus isolate N3Ap30 NS, matrix, nucleocapsid, glycoprotein precursor, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP872870	KP872870_Vesiculovirus_indiana	KP872870_Vesiculovirus_indiana	NA	NA	USA	USA	2012	11073	Vesicular stomatitis Indiana virus isolate N3Bp30 NS, matrix, nucleocapsid, glycoprotein precursor, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP872871	KP872871_Vesiculovirus_indiana	KP872871_Vesiculovirus_indiana	NA	NA	USA	USA	2012	11073	Vesicular stomatitis Indiana virus isolate N3Cp30 NS, matrix, nucleocapsid, glycoprotein precursor, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP872872	KP872872_Vesiculovirus_indiana	KP872872_Vesiculovirus_indiana	NA	NA	USA	USA	2012	11073	Vesicular stomatitis Indiana virus isolate N3AL30 NS, matrix, nucleocapsid, glycoprotein precursor, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP872875	KP872875_Vesiculovirus_indiana	KP872875_Vesiculovirus_indiana	NA	NA	USA	USA	2012	10976	Vesicular stomatitis Indiana virus isolate N2_Ancestor_Wertz NS, nucleocapsid, matrix, and glycoprotein precursor, genes, complete cds; and polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP872876	KP872876_Vesiculovirus_indiana	KP872876_Vesiculovirus_indiana	NA	NA	USA	USA	2012	10976	Vesicular stomatitis Indiana virus isolate N2Ap30 NS, nucleocapsid, matrix, and glycoprotein precursor, genes, complete cds; and polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP872877	KP872877_Vesiculovirus_indiana	KP872877_Vesiculovirus_indiana	NA	NA	USA	USA	2012	10976	Vesicular stomatitis Indiana virus isolate N2Bp30 NS, nucleocapsid, matrix, and glycoprotein precursor, genes, complete cds; and polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP872878	KP872878_Vesiculovirus_indiana	KP872878_Vesiculovirus_indiana	NA	NA	USA	USA	2012	10976	Vesicular stomatitis Indiana virus isolate N2Cp30 NS, nucleocapsid, matrix, and glycoprotein precursor, genes, complete cds; and polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP872879	KP872879_Vesiculovirus_indiana	KP872879_Vesiculovirus_indiana	NA	NA	USA	USA	2012	10976	Vesicular stomatitis Indiana virus isolate N2AL30 NS, nucleocapsid, matrix, and glycoprotein precursor, genes, complete cds; and polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP872883	KP872883_Vesiculovirus_indiana	KP872883_Vesiculovirus_indiana	NA	NA	USA	USA	2012	11035	Vesicular stomatitis Indiana virus isolate N1Bp30 nucleocapsid gene, partial cds; and NS, matrix, glycoprotein precursor, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP872884	KP872884_Vesiculovirus_indiana	KP872884_Vesiculovirus_indiana	NA	NA	USA	USA	2012	11035	Vesicular stomatitis Indiana virus isolate N1Ap30 nucleocapsid gene, partial cds; and NS, matrix, glycoprotein precursor, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP872885	KP872885_Vesiculovirus_indiana	KP872885_Vesiculovirus_indiana	NA	NA	USA	USA	2012	11035	Vesicular stomatitis Indiana virus isolate N1Cp30 nucleocapsid gene, partial cds; and NS, matrix, glycoprotein precursor, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP872886	KP872886_Vesiculovirus_indiana	KP872886_Vesiculovirus_indiana	NA	NA	USA	USA	2012	11035	Vesicular stomatitis Indiana virus isolate N1AL30 nucleocapsid gene, partial cds; and NS, matrix, glycoprotein precursor, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP872888	KP872888_Vesiculovirus_indiana	KP872888_Vesiculovirus_indiana	NA	NA	USA	USA	2012	11035	Vesicular stomatitis Indiana virus isolate N1CL30 nucleocapsid gene, partial cds; and NS, matrix, glycoprotein precursor, and polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP202364	KP202364_Vesiculovirus_newjersey	KP202364_Vesiculovirus_newjersey	Equus caballus	Equus	USA	USA: Colorado	2014	11123	Vesicular stomatitis New Jersey virus strain Colorado/21793/2014, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM817597	KM817597_Scarabeuvirus_lishiense	KM817597_Scarabeuvirus_lishiense	Parasteatoda tepidariorum	Parasteatoda	China	China	2013	7051	Lishi Spider Virus 1 strain LSZZ11 segment 1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM817601	KM817601_Chuvivirus_canceris	KM817601_Chuvivirus_canceris	Charybdis japonica	Charybdis	China	China	2013	6959	Wenzhou Crab Virus 2 strain ZCX13 segment 1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM817603	KM817603_Charybdivirus_charybdis	KM817603_Charybdivirus_charybdis	Charybdis japonica	Charybdis	China	China	2013	12860	Wenzhou Crab Virus 3 strain RBX9 glycoprotein (G1), putative nucleoprotein (N), glycoprotein (G2), and polymerase (L) genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM817612	KM817612_Shuangao_Fly_Virus_1	KM817612_Shuangao_Fly_Virus_1	Diptera	Diptera	China	China	2013	5647	Shuangao Fly Virus 1 strain QSA06-1 polymerase gene, complete cds; and polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM817613	KM817613_Lacewing_mivirus	KM817613_Lacewing_mivirus	Chrysopidae	Chrysopidae	China	China	2013	6714	Shuangao Lacewing Virus strain QSA01 polymerase (L) gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM817631	KM817631_Jingshan_Fly_Virus_2	KM817631_Jingshan_Fly_Virus_2	Sarcophaga sp.	Sarcophaga	China	China	2012	6851	Jingshan Fly Virus 2 strain JSY-4 RNA-dependent RNA polymerase (L) gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM817633	KM817633_Sanstrivirus_gerridis	KM817633_Sanstrivirus_gerridis	Gerridae	Gerridae	China	China	2013	12930	Sanxia Water Strider Virus 4 strain SXSSP12 ORF1 (ORF1), ORF2 (ORF2), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM817639	KM817639_Shuangao_Insect_Virus_6	KM817639_Shuangao_Insect_Virus_6	Diptera	Diptera	China	China	2013	6269	Shuangao Insect Virus 6 strain QSA10 RNA-dependent RNA polymerase (L) gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM817647	KM817647_Wuhan_Fly_Virus_3	KM817647_Wuhan_Fly_Virus_3	Musca domestica	Musca	China	China	2012	7785	Wuhan Fly Virus 3 strain SYY2-5 RNA-dependent RNA polymerase (L) gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC608033	KC608033_Perhabdovirus_anguilla	KC608033_Perhabdovirus_anguilla	NA	NA	NA	NA	NA	11710	Eel virus European X isolate GG184, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC608034	KC608034_Perhabdovirus_anguilla	KC608034_Perhabdovirus_anguilla	Anguilla anguilla	Anguilla	Denmark	Denmark	1986	11736	Eel virus European X isolate DK3545, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC608035	KC608035_Perhabdovirus_anguilla	KC608035_Perhabdovirus_anguilla	Anguilla anguilla	Anguilla	Denmark	Denmark	1986	11736	Eel virus European X isolate DK3631, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC608036	KC608036_Perhabdovirus_anguilla	KC608036_Perhabdovirus_anguilla	Anguilla anguilla	Anguilla	Denmark	Denmark	1990	11709	Eel virus European X isolate DK5743, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC608037	KC608037_Perhabdovirus_anguilla	KC608037_Perhabdovirus_anguilla	Anguilla anguilla	Anguilla	Germany	Germany	2006	11731	Eel virus European X isolate DF25/04, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC608038	KC608038_Perhabdovirus_anguilla	KC608038_Perhabdovirus_anguilla	Anguilla rostrata	Anguilla	Japan	Japan	1974	11717	Eel virus American isolate J6B4, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM276084	KM276084_Ephemerovirus_febris	KM276084_Ephemerovirus_febris	Bos taurus	Bos	China	China	2012	14899	Bovine ephemeral fever virus isolate Bovine/China/Henan1/2012, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ513477	KJ513477_Sprivivirus_cyprinus	KJ513477_Sprivivirus_cyprinus	Cyprinus carpio	Cyprinus	China	China	2013	11029	Spring viraemia of carp virus isolate SVCV-265, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM012169	KM012169_Vesiculovirus_newjersey	KM012169_Vesiculovirus_newjersey	Equus caballus	Equus	USA	USA: Texas	2014	11123	Vesicular stomatitis New Jersey virus strain Texas/16313/2014, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF880907	KF880907_Vesiculovirus_indiana	KF880907_Vesiculovirus_indiana	Mesocricetus auratus	Mesocricetus	USA	USA	2011	11161	Vesicular stomatitis Indiana virus isolate DelayedTrans_Anc, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF880911	KF880911_Vesiculovirus_indiana	KF880911_Vesiculovirus_indiana	Mesocricetus auratus	Mesocricetus	USA	USA	2011	11161	Vesicular stomatitis Indiana virus isolate V4_24hr, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF880914	KF880914_Vesiculovirus_indiana	KF880914_Vesiculovirus_indiana	Mesocricetus auratus	Mesocricetus	USA	USA	2011	11161	Vesicular stomatitis Indiana virus isolate V3_48hr, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF935251	KF935251_Vesiculovirus_indiana	KF935251_Vesiculovirus_indiana	NA	NA	USA	USA	2010	11161	Vesicular stomatitis Indiana virus isolate VSVwtP0, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF468772	KF468772_Vesiculovirus_chandipura	KF468772_Vesiculovirus_chandipura	NA	NA	NA	NA	NA	11119	Chandipura virus strain CH112, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF468773	KF468773_Vesiculovirus_chandipura	KF468773_Vesiculovirus_chandipura	NA	NA	NA	NA	NA	11119	Chandipura virus strain CH157, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF468774	KF468774_Vesiculovirus_chandipura	KF468774_Vesiculovirus_chandipura	NA	NA	NA	NA	NA	11119	Chandipura virus strain CH256, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF310911	KF310911_Beaumont_virus	KF310911_Beaumont_virus	Anopheles annulipes	Anopheles	Australia	Australia: Griffith, New South Wales	2005	4704	Beaumont virus strain 6 RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC905171	KC905171_Vesiculovirus_newjersey	KC905171_Vesiculovirus_newjersey	Equus caballus	Equus	USA	USA: NM	2012	11123	Vesicular stomatitis New Jersey virus strain NJ2075212NM, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC519324	KC519324_Siniperhavirus_chuatsi	KC519324_Siniperhavirus_chuatsi	Channidae	Channidae	China	China	2012	11545	Hybrid snakehead virus isolate C1207, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JX827265	JX827265_Perhabdovirus_anguilla	JX827265_Perhabdovirus_anguilla	Anguilla anguilla	Anguilla	Japan	Japan	1977	11778	Eel virus European X, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JX121107	JX121107_Vesiculovirus_newjersey	JX121107_Vesiculovirus_newjersey	Bos taurus	Bos	Costa Rica	Costa Rica	2003	11122	Vesicular stomatitis New Jersey virus isolate NJ0703CRB6, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JX121108	JX121108_Vesiculovirus_newjersey	JX121108_Vesiculovirus_newjersey	Bos taurus	Bos	Colombia	Colombia	1992	11122	Vesicular stomatitis New Jersey virus isolate NJ92CLB, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JX121111	JX121111_Vesiculovirus_newjersey	JX121111_Vesiculovirus_newjersey	Equus caballus	Equus	USA	USA	2005	11123	Vesicular stomatitis New Jersey virus isolate NJ0405NME, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JX121112	JX121112_Vesiculovirus_newjersey	JX121112_Vesiculovirus_newjersey	Bos taurus	Bos	USA	USA	1995	11123	Vesicular stomatitis New Jersey virus isolate NJ95COB, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN639009	JN639009_Perhabdovirus_anguilla	JN639009_Perhabdovirus_anguilla	Anguilla anguilla	Anguilla	France	France: French atlantic coast	NA	11737	Eel virus European X isolate C30, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN639010	JN639010_Perhabdovirus_anguilla	JN639010_Perhabdovirus_anguilla	Anguilla anguilla	Anguilla	France	France: Salses-Leucate laguna, on the french mediterranean coast	NA	11735	Eel virus European X isolate GG129, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HM627186	HM627186_Vesiculovirus_chandipura	HM627186_Vesiculovirus_chandipura	Erinaceinae	Erinaceinae	Nigeria	Nigeria	1966	11061	Chandipura virus IB An 9978 nucleocapsid protein, phosphoprotein, matrix protein, glycoprotein, and RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HM627187	HM627187_Vesiculovirus_chandipura	HM627187_Vesiculovirus_chandipura	Diptera	Diptera	Senegal	Senegal	1978	11067	Chandipura virus Dak AR D 111125 nucleocapsid protein, phosphoprotein, matrix protein, glycoprotein, and RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HM849039	HM849039_Soybean_cyst_nematode_associated_northern_cereal_mosaic_virus	HM849039_Soybean_cyst_nematode_associated_northern_cereal_mosaic_virus	Heterodera glycines	Heterodera	NA	NA	NA	12698	Soybean cyst nematode associated northern cereal mosaic virus hypothetical protein, putative glycoprotein, and putative RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GU190711	GU190711_Vesiculovirus_chandipura	GU190711_Vesiculovirus_chandipura	Homo sapiens	Homo	India	India: Nagpur, Maharashtra	2007	11094	Chandipura virus isolate CIN 0728, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GU212857	GU212857_Vesiculovirus_chandipura	GU212857_Vesiculovirus_chandipura	Homo sapiens	Homo	India	India: Warangal, Andhra Pradesh	2007	11083	Chandipura virus isolate CIN 0755, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GU212858	GU212858_Vesiculovirus_chandipura	GU212858_Vesiculovirus_chandipura	Homo sapiens	Homo	India	India: Karimnagar, Andhra Pradesh	2003	11120	Chandipura virus isolate CIN 0327, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ478454	FJ478454_Recombinant_vesicular_stomatitis_Indiana_virus_rVSV-G_GFP	FJ478454_Recombinant_vesicular_stomatitis_Indiana_virus_rVSV-G/GFP	NA	NA	NA	NA	NA	13455	Recombinant vesicular stomatitis Indiana virus rVSV-G/GFP, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU338414	EU338414_Avian_metaavulavirus_2	EU338414_Avian_metaavulavirus_2	Gallus gallus	Gallus	USA	USA: California, Yucaipa	1956	14904	Avian paramyxovirus 2 strain APMV-2/Chicken/California/Yucaipa/56, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AM690337	AM690337_Vesiculovirus_indiana	AM690337_Vesiculovirus_indiana	NA	NA	Spain	Spain	NA	11161	Vesicular stomatitis Indiana virus, complete sequence, genomic RNA, variant popB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EF197793	EF197793_Vesiculovirus_indiana	EF197793_Vesiculovirus_indiana	NA	NA	USA	USA	NA	11161	Vesicular stomatitis Indiana virus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ491000	DQ491000_Sprivivirus_cyprinus	DQ491000_Sprivivirus_cyprinus	NA	NA	China	China	NA	10990	Spring viremia of carp virus isolate A2, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ097384	DQ097384_Sprivivirus_cyprinus	DQ097384_Sprivivirus_cyprinus	NA	NA	China	China	NA	11100	Spring viraemia of carp virus isolate A1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AY224663	AY224663_Ophiovirus_citri	AY224663_Ophiovirus_citri	NA	NA	NA	NA	NA	8184	Citrus psorosis virus segment RNA1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AH012179	AH012179_Hapavirus_flanders	AH012179_Hapavirus_flanders	NA	NA	NA	NA	NA	13355	Flanders virus strain 61-7484 nucleocapsid major protein (N) and phosphoprotein genes, complete cds; pseudogene1 pseudogene, complete sequence; 19 kDa protein gene, complete cds; pseudogene2 pseudogene, complete sequence; and M protein, glycoprotein, and large protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
X73872	X73872_Novirhabdovirus_salmonid	X73872_Novirhabdovirus_salmonid	NA	NA	NA	NA	NA	8347	Infectious hematopoietic necrosis virus N, M1, M2, G, putative NV, and partial L genes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Retriended_virus_F1011C1F1011	Retriended_virus_F1011C1F1011	Aedes sp albopictus or gardneri	Aedes	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C1	F1011	F1011	F1011_NODE_1_length_12910_cov_159.228082_5	F1011_NODE_1_length_12910_cov_159.228082	Aedes albopictus	mixed cluster, internally divergent	Aedes sp albopictus or gardneri	_	cluster27	NA
NA	Aedes_albopictus_anphevirus_F1016C1F1016	Aedes_albopictus_anphevirus_F1016C1F1016	Aedes albopictus	Aedes	Cambodia	Cambodia:Battambang & Pailin	2019	NA	NA	C1	F1016	F1016	F1016_NODE_1_length_12433_cov_88.195427_4	F1016_NODE_1_length_12433_cov_88.195427	Aedes albopictus	correct	Aedes albopictus	_	cluster28	NA
