nt_uid	nt_accession	nt_organism	nt_title	nt_slen	tax_id	total_number_of_sequences	input_tax_id
1698232961	MN032958	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_36_scaffold_9367 sequence	1190	2585031	1108	2585031
1698232960	MN032957	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_36_scaffold_4368 sequence	1480	2585031	1108	2585031
1698232954	MN032955	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_Litter_20_scaffold_149 hypothetical protein (H4RhizoLitter20149_000001) gene, complete cds; and RNA-dependent RNA polymerase (H4RhizoLitter20149_000002) gene, partial cds	4596	2585031	1108	2585031
1698232933	MN032949	Riboviria sp.	MAG: Riboviria sp. isolate H3_Bulk_Litter_16_3655 hypothetical protein (H3BulkLitter163655_000001) gene, partial cds; RNA-dependent RNA polymerase (H3BulkLitter163655_000002) gene, complete cds; and hypothetical protein (H3BulkLitter163655_000003) gene, partial cds	1865	2585031	1108	2585031
1698232929	MN032945	Riboviria sp.	MAG: Riboviria sp. isolate H1_Rhizo_25_scaffold_18257 sequence	1661	2585031	1108	2585031
1698232894	MN032933	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_35_scaffold_8258 sequence	1496	2585031	1108	2585031
1698232869	MN032922	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_47_scaffold_2913 hypothetical protein (H4Bulk472913_000001) and RNA-dependent RNA polymerase (H4Bulk472913_000002) genes, partial cds	2188	2585031	1108	2585031
1698232863	MN032919	Riboviria sp.	MAG: Riboviria sp. isolate H1_Rhizo_Litter_1_scaffold_182 RNA-dependent RNA polymerase (H1RhizoLitter1182_000001) gene, partial cds; and hypothetical protein (H1RhizoLitter1182_000002) and hypothetical protein (H1RhizoLitter1182_000003) genes, complete cds	4679	2585031	1108	2585031
1698232838	MN032908	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_45_scaffold_28264 sequence	1118	2585031	1108	2585031
1698232837	MN032907	Riboviria sp.	MAG: Riboviria sp. isolate H1_Rhizo_27_scaffold_11877 sequence	1402	2585031	1108	2585031
1698232826	MN032904	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_35_scaffold_741 hypothetical protein (H2Bulk35741_000001) gene, partial cds; and RNA-dependent RNA polymerase (H2Bulk35741_000002) gene, complete cds	3157	2585031	1108	2585031
1698232816	MN032899	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_Litter_23_scaffold_9212 sequence	1460	2585031	1108	2585031
1698232777	MN032881	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_Litter_11_17371 sequence	1173	2585031	1108	2585031
1698232768	MN032877	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_35_scaffold_893 sequence	2972	2585031	1108	2585031
1698232748	MN032865	Riboviria sp.	MAG: Riboviria sp. isolate H2_Rhizo_33_scaffold_4413 hypothetical protein (H2Rhizo334413_000001) and RNA-dependent RNA polymerase (H2Rhizo334413_000002) genes, complete cds	2070	2585031	1108	2585031
1698232745	MN032864	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_46_scaffold_6642 hypothetical protein (H4Bulk466642_000001) and RNA-dependent RNA polymerase (H4Bulk466642_000002) genes, partial cds	1885	2585031	1108	2585031
1698232742	MN032863	Riboviria sp.	MAG: Riboviria sp. isolate H1_Rhizo_27_scaffold_2897 RNA-dependent RNA polymerase (H1Rhizo272897_000001) gene, complete cds; and hypothetical protein (H1Rhizo272897_000002) gene, partial cds	2285	2585031	1108	2585031
1698232737	MN032861	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_Litter_19_scaffold_14682 sequence	1396	2585031	1108	2585031
1698232720	MN032854	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_Litter_4_scaffold_548 RNA-dependent RNA polymerase (H1BulkLitter4548_000001) gene, complete cds; and hypothetical protein (H1BulkLitter4548_000002) gene, partial cds	3342	2585031	1108	2585031
1698232689	MN032843	Riboviria sp.	MAG: Riboviria sp. isolate H1_Rhizo_26_FD_scaffold_2327 sequence	2478	2585031	1108	2585031
1698232680	MN032838	Riboviria sp.	MAG: Riboviria sp. isolate H2_Rhizo_Litter_8_scaffold_22180 sequence	1051	2585031	1108	2585031
1698232647	MN032825	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_35_scaffold_13943 sequence	1259	2585031	1108	2585031
1698232633	MN032817	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_46_scaffold_17262 hypothetical protein (H4Bulk4617262_000001) and RNA-dependent RNA polymerase (H4Bulk4617262_000002) genes, partial cds	1396	2585031	1108	2585031
1698232605	MN032808	Riboviria sp.	MAG: Riboviria sp. isolate H1_Rhizo_26_FD_scaffold_14103 sequence	1336	2585031	1108	2585031
1698232567	MN032791	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_Litter_4_scaffold_3710 sequence	1834	2585031	1108	2585031
1698232552	MN032785	Riboviria sp.	MAG: Riboviria sp. isolate H2_Rhizo_Litter_49_scaffold_1204 RNA-dependent RNA polymerase (H2RhizoLitter491204_000001) gene, complete cds; and hypothetical protein (H2RhizoLitter491204_000002) gene, partial cds	4185	2585031	1108	2585031
1698232529	MN032776	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_Litter_5_scaffold_8245 hypothetical protein (H1BulkLitter58245_000001) gene, partial cds; and RNA-dependent RNA polymerase (H1BulkLitter58245_000002) gene, complete cds	1748	2585031	1108	2585031
1698232518	MN032772	Riboviria sp.	MAG: Riboviria sp. isolate H1_Rhizo_27_scaffold_16323 sequence	1761	2585031	1108	2585031
1698232510	MN032767	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_44_scaffold_651 RNA-dependent RNA polymerase (H4Rhizo44651_000001) gene, partial cds; and hypothetical protein (H4Rhizo44651_000002) and hypothetical protein (H4Rhizo44651_000003) genes, complete cds	3154	2585031	1108	2585031
1698232470	MN032753	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_29_scaffold_13437 RNA-dependent RNA polymerase (H1Bulk2913437_000001) and hypothetical protein (H1Bulk2913437_000002) genes, partial cds	1276	2585031	1108	2585031
1698232469	MN032752	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_28_FD_scaffold_3059 sequence	1285	2585031	1108	2585031
1698232444	MN032743	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_Litter_10_scaffold_7963 RNA-dependent RNA polymerase (H2BulkLitter107963_000001) and hypothetical protein (H2BulkLitter107963_000002) genes, partial cds	1402	2585031	1108	2585031
1698232436	MN032739	Riboviria sp.	MAG: Riboviria sp. isolate H2_Rhizo_33_scaffold_16624 sequence	1317	2585031	1108	2585031
1851856151	MT138190	Riboviria sp.	MAG: Riboviria sp. isolate bsk136shi04 genomic sequence, sequence	4662	2585031	1108	2585031
1851856148	MT138189	Riboviria sp.	MAG: Riboviria sp. isolate bsk136shi01 genomic sequence, sequence	5017	2585031	1108	2585031
1851856145	MT138188	Riboviria sp.	MAG: Riboviria sp. isolate brb141rna1 genomic sequence, sequence	8716	2585031	1108	2585031
1851856142	MT138187	Riboviria sp.	MAG: Riboviria sp. isolate yrf108shi01 genomic sequence, sequence	9738	2585031	1108	2585031
1851856139	MT138186	Riboviria sp.	MAG: Riboviria sp. isolate ytb135shi03 genomic sequence, sequence	5119	2585031	1108	2585031
1851856136	MT138185	Riboviria sp.	MAG: Riboviria sp. isolate ytb135shi02 genomic sequence, sequence	3862	2585031	1108	2585031
1851856133	MT138184	Riboviria sp.	MAG: Riboviria sp. isolate ybb150shi02 genomic sequence, sequence	4286	2585031	1108	2585031
1851856131	MT138182	Riboviria sp.	MAG: Riboviria sp. isolate zftwig05rna5 genomic sequence, sequence	6750	2585031	1108	2585031
1851856129	MT138123	Riboviria sp.	MAG: Riboviria sp. isolate cfe153shi06 genomic sequence, sequence	9970	2585031	1108	2585031
1851856127	MT138122	Riboviria sp.	MAG: Riboviria sp. isolate bsk136shi08 genomic sequence, sequence	9356	2585031	1108	2585031
1851856010	MT138202	Riboviria sp.	MAG: Riboviria sp. isolate rob180rna1 genomic sequence, sequence	10914	2585031	1108	2585031
1851856007	MT138200	Riboviria sp.	MAG: Riboviria sp. isolate ybw202shi05nc genomic sequence, sequence	9589	2585031	1108	2585031
1851856004	MT138195	Riboviria sp.	MAG: Riboviria sp. isolate ybw115shi01 genomic sequence, sequence	4559	2585031	1108	2585031
1851856001	MT138192	Riboviria sp.	MAG: Riboviria sp. isolate bpk205shi01 genomic sequence, sequence	3889	2585031	1108	2585031
1851855998	MT138183	Riboviria sp.	MAG: Riboviria sp. isolate wpk049rna01 genomic sequence, sequence	10818	2585031	1108	2585031
1836406154	MN933880	Riboviria sp.	MAG: Riboviria sp. isolate ltt163shi5 genomic sequence, sequence	9244	2585031	1108	2585031
1836406152	MN933881	Riboviria sp.	MAG: Riboviria sp. isolate ltt192shi1nc genomic sequence, sequence	8793	2585031	1108	2585031
1836406149	MN933882	Riboviria sp.	MAG: Riboviria sp. isolate muf160shi4 genomic sequence, sequence	8331	2585031	1108	2585031
1836406146	MN933883	Riboviria sp.	MAG: Riboviria sp. isolate plw155shi2 genomic sequence, sequence	6091	2585031	1108	2585031
1836406143	MN933884	Riboviria sp.	MAG: Riboviria sp. isolate plw156shi3nc genomic sequence, sequence	9673	2585031	1108	2585031
1836406140	MN933885	Riboviria sp.	MAG: Riboviria sp. isolate rfb198shi5 genomic sequence, sequence	10414	2585031	1108	2585031
1836406137	MN933886	Riboviria sp.	MAG: Riboviria sp. isolate swa134shi1 genomic sequence, sequence	9664	2585031	1108	2585031
1836406135	MN933887	Riboviria sp.	MAG: Riboviria sp. isolate thr095shi2 genomic sequence, sequence	9792	2585031	1108	2585031
1836406132	MN933888	Riboviria sp.	MAG: Riboviria sp. isolate tit162shi2nc genomic sequence, sequence	6312	2585031	1108	2585031
1836406129	MN933889	Riboviria sp.	MAG: Riboviria sp. isolate trb102shi1 genomic sequence, sequence	9776	2585031	1108	2585031
1836406126	MN933890	Riboviria sp.	MAG: Riboviria sp. isolate wag054shi3 genomic sequence, sequence	9583	2585031	1108	2585031
1836406123	MN933891	Riboviria sp.	MAG: Riboviria sp. isolate war203shi2 genomic sequence, sequence	9768	2585031	1108	2585031
1836406121	MN933892	Riboviria sp.	MAG: Riboviria sp. isolate wiw119shi1 genomic sequence, sequence	9057	2585031	1108	2585031
1836406118	MN933893	Riboviria sp.	MAG: Riboviria sp. isolate wpk049shi04 genomic sequence, sequence	4863	2585031	1108	2585031
1836406115	MN933894	Riboviria sp.	MAG: Riboviria sp. isolate wpk049shi05 genomic sequence, sequence	4327	2585031	1108	2585031
1836406113	MN933895	Riboviria sp.	MAG: Riboviria sp. isolate wpk049shi06 genomic sequence, sequence	4068	2585031	1108	2585031
1836406109	MN933896	Riboviria sp.	MAG: Riboviria sp. isolate wpk139shi04 genomic sequence, sequence	4986	2585031	1108	2585031
1836406105	MN933897	Riboviria sp.	MAG: Riboviria sp. isolate wpk139shi05 genomic sequence, sequence	4283	2585031	1108	2585031
1836406102	MN933898	Riboviria sp.	MAG: Riboviria sp. isolate wwb174shi05 genomic sequence, sequence	4418	2585031	1108	2585031
1836406100	MN917681	Riboviria sp.	MAG: Riboviria sp. isolate gbt105shi1 genomic sequence, sequence	9499	2585031	1108	2585031
1836406097	MN917680	Riboviria sp.	MAG: Riboviria sp. isolate ybb117shi01 genomic sequence, sequence	9625	2585031	1108	2585031
1836406094	MN917679	Riboviria sp.	MAG: Riboviria sp. isolate nut157shi3 genomic sequence, sequence	9599	2585031	1108	2585031
1836406092	MN917678	Riboviria sp.	MAG: Riboviria sp. isolate jyt032shi5 genomic sequence, sequence	6454	2585031	1108	2585031
1836406090	MN917677	Riboviria sp.	MAG: Riboviria sp. isolate jyt032shi4 genomic sequence, sequence	8906	2585031	1108	2585031
1836406086	MN917676	Riboviria sp.	MAG: Riboviria sp. isolate rfb198shi4 genomic sequence, sequence	10113	2585031	1108	2585031
1810787153	MN995814	Riboviria sp.	Riboviria sp. isolate B2175 hypothetical protein gene, partial cds	391	2585031	1108	2585031
1810787151	MN995813	Riboviria sp.	Riboviria sp. isolate B2175 hypothetical protein gene, partial cds	289	2585031	1108	2585031
1810787149	MN995812	Riboviria sp.	Riboviria sp. isolate B2175 hypothetical protein gene, partial cds	225	2585031	1108	2585031
1810787147	MN995811	Riboviria sp.	Riboviria sp. isolate B2175 hypothetical protein gene, partial cds	224	2585031	1108	2585031
1810787145	MN995810	Riboviria sp.	Riboviria sp. isolate B2175 hypothetical protein gene, partial cds	214	2585031	1108	2585031
1810787143	MN995809	Riboviria sp.	Riboviria sp. isolate B2175 hypothetical protein gene, partial cds	190	2585031	1108	2585031
1698241084	MN036330	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_Litter_6_scaffold_12191 sequence	1256	2585031	1108	2585031
1698241074	MN036327	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_35_scaffold_786 hypothetical protein (H2Bulk35786_000001) gene, partial cds; and hypothetical protein (H2Bulk35786_000002) and RNA-dependent RNA polymerase (H2Bulk35786_000003) genes, complete cds	3110	2585031	1108	2585031
1698241070	MN036323	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_Litter_10_scaffold_4962 sequence	1671	2585031	1108	2585031
1698241066	MN036322	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_Litter_24_scaffold_1864 hypothetical protein (H4BulkLitter241864_000001) and hypothetical protein (H4BulkLitter241864_000002) genes, complete cds; and RNA-dependent RNA polymerase (H4BulkLitter241864_000003) gene, partial cds	2596	2585031	1108	2585031
1698241023	MN036306	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_35_scaffold_747 RNA-dependent RNA polymerase (H2Bulk35747_000001) and hypothetical protein (H2Bulk35747_000002) genes, partial cds	3147	2585031	1108	2585031
1698241019	MN036305	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_Litter_20_scaffold_320 hypothetical protein (H4RhizoLitter20320_000001) and RNA-dependent RNA polymerase (H4RhizoLitter20320_000002) genes, complete cds; and hypothetical protein (H4RhizoLitter20320_000003) gene, partial cds	3886	2585031	1108	2585031
1698241016	MN036304	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_Litter_19_scaffold_19388 RNA-dependent RNA polymerase (H4RhizoL1919388_000001) and hypothetical protein (H4RhizoL1919388_000002) genes, partial cds	1264	2585031	1108	2585031
1698241002	MN036295	Riboviria sp.	MAG: Riboviria sp. isolate H2_Rhizo_Litter_7_scaffold_3602 sequence	1736	2585031	1108	2585031
1698240945	MN036278	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_46_scaffold_18 hypothetical protein (H4Bulk4618_000001), hypothetical protein (H4Bulk4618_000002), hypothetical protein (H4Bulk4618_000003), RNA-dependent RNA polymerase (H4Bulk4618_000004), hypothetical protein (H4Bulk4618_000005), and hypothetical protein (H4Bulk4618_000006) genes, complete cds	8754	2585031	1108	2585031
1698240936	MN036275	Riboviria sp.	MAG: Riboviria sp. isolate H1_Rhizo_Litter_1_scaffold_17646 sequence	1117	2585031	1108	2585031
1698240930	MN036271	Riboviria sp.	MAG: Riboviria sp. isolate H1_Rhizo_Litter_1_scaffold_7548 RNA-dependent RNA polymerase (H1RhizoLitter17548_000001) and hypothetical protein (H1RhizoLitter17548_000002) genes, partial cds	1531	2585031	1108	2585031
1698240871	MN036243	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_Litter_6_scaffold_17486 sequence	1097	2585031	1108	2585031
1698240862	MN036238	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_Litter_23_scaffold_3850 sequence	1913	2585031	1108	2585031
1698240837	MN036227	Riboviria sp.	MAG: Riboviria sp. isolate H3_Bulk_Litter_16_5849 sequence	1592	2585031	1108	2585031
1698240799	MN036215	Riboviria sp.	MAG: Riboviria sp. isolate H2_Rhizo_31_scaffold_1360 RNA-dependent RNA polymerase (H2Rhizo311360_000001) gene, complete cds; and hypothetical protein (H2Rhizo311360_000002) gene, partial cds	2978	2585031	1108	2585031
1698240796	MN036214	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_Litter_11_2037 RNA-dependent RNA polymerase (H2BulkLitter112037_000001) and hypothetical protein (H2BulkLitter112037_000002) genes, partial cds	2424	2585031	1108	2585031
1698240765	MN036203	Riboviria sp.	MAG: Riboviria sp. isolate H3_Bulk_42_scaffold_3696 RNA-dependent RNA polymerase (H3Bulk423696_000001) gene, complete cds; and hypothetical protein (H3Bulk423696_000002) gene, partial cds	1887	2585031	1108	2585031
1698240764	MN036202	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_Litter_12_scaffold_17286 sequence	1263	2585031	1108	2585031
1698240744	MN036192	Riboviria sp.	MAG: Riboviria sp. isolate H3_Rhizo_Litter_14_scaffold_8281 sequence	1653	2585031	1108	2585031
1698240731	MN036186	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_Litter_24_scaffold_7549 sequence	1748	2585031	1108	2585031
1698240699	MN036177	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_Litter_12_scaffold_7193 sequence	1732	2585031	1108	2585031
1698240692	MN036174	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_43_scaffold_1567 hypothetical protein (H4Rhizo431567_000001) gene, complete cds; and RNA-dependent RNA polymerase (H4Rhizo431567_000002) gene, partial cds	2702	2585031	1108	2585031
1698240645	MN036158	Riboviria sp.	MAG: Riboviria sp. isolate H2_Rhizo_Litter_49_scaffold_14731 hypothetical protein (H2RhizoL4914731_000001) gene, complete cds; and RNA-dependent RNA polymerase (H2RhizoL4914731_000002) gene, partial cds	1886	2585031	1108	2585031
1698240573	MN036129	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_30_scaffold_3532 RNA-dependent RNA polymerase (H1Bulk303532_000001) gene, partial cds; and hypothetical protein (H1Bulk303532_000002) gene, complete cds	1816	2585031	1108	2585031
1698240547	MN036122	Riboviria sp.	MAG: Riboviria sp. isolate H1_Rhizo_Litter_1_scaffold_921 RNA-dependent RNA polymerase (H1RhizoLitter1921_000001) gene, complete cds; and hypothetical protein (H1RhizoLitter1921_000002) gene, partial cds	4288	2585031	1108	2585031
1698240507	MN036108	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_Litter_19_scaffold_1464 RNA-dependent RNA polymerase (H4RhizoLitter191464_000001) and hypothetical protein (H4RhizoLitter191464_000002) genes, complete cds; and hypothetical protein (H4RhizoLitter191464_000003) gene, partial cds	2954	2585031	1108	2585031
1698240499	MN036103	Riboviria sp.	MAG: Riboviria sp. isolate H3_Rhizo_Litter_15_scaffold_3065 sequence	1804	2585031	1108	2585031
1698240471	MN036089	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_36_scaffold_1653 RNA-dependent RNA polymerase (H2Bulk361653_000001) and hypothetical protein (H2Bulk361653_000002) genes, partial cds	1936	2585031	1108	2585031
1698240466	MN036087	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_44_scaffold_7752 sequence	1541	2585031	1108	2585031
1698240465	MN036086	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_Litter_20_scaffold_4281 sequence	1757	2585031	1108	2585031
1698240462	MN036085	Riboviria sp.	MAG: Riboviria sp. isolate H3_Bulk_Litter_17_scaffold_14654 hypothetical protein (H3BulkLitter1714654_000001) gene, complete cds; and RNA-dependent RNA polymerase (H3BulkLitter1714654_000002) gene, partial cds	2303	2585031	1108	2585031
1698240453	MN036078	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_47_scaffold_15760 sequence	1310	2585031	1108	2585031
1698240452	MN036077	Riboviria sp.	MAG: Riboviria sp. isolate H2_Rhizo_Litter_49_scaffold_18186 sequence	1756	2585031	1108	2585031
1698240450	MN036076	Riboviria sp.	MAG: Riboviria sp. isolate H2_Rhizo_Litter_9_897 RNA-dependent RNA polymerase (H2RhizoLitter9897_000001) gene, partial cds	1429	2585031	1108	2585031
1698240418	MN036065	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_34_4779 sequence	1713	2585031	1108	2585031
1698240416	MN036063	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_Litter_22_scaffold_6001 sequence	1842	2585031	1108	2585031
1698240350	MN036036	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_44_scaffold_4125 hypothetical protein (H4Rhizo444125_000001) gene, partial cds; and RNA-dependent RNA polymerase (H4Rhizo444125_000002) gene, complete cds	1855	2585031	1108	2585031
1698240339	MN036033	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_46_scaffold_188 hypothetical protein (H4Bulk46188_000001), RNA-dependent RNA polymerase (H4Bulk46188_000002), and hypothetical protein (H4Bulk46188_000003) genes, complete cds	4671	2585031	1108	2585031
1698240309	MN036019	Riboviria sp.	MAG: Riboviria sp. isolate H4_Rhizo_44_scaffold_1558 hypothetical protein (H4Rhizo441558_000001), RNA-dependent RNA polymerase (H4Rhizo441558_000002), hypothetical protein (H4Rhizo441558_000003), and hypothetical protein (H4Rhizo441558_000004) genes, complete cds	3756	2585031	1108	2585031
1698240308	MN036018	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_34_15208 sequence	1178	2585031	1108	2585031
1698240269	MN036003	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_29_scaffold_10596 hypothetical protein (H1Bulk2910596_000001) and RNA-dependent RNA polymerase (H1Bulk2910596_000002) genes, partial cds	1379	2585031	1108	2585031
1698240257	MN035996	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_Litter_22_scaffold_13441 sequence	1433	2585031	1108	2585031
1698240244	MN035991	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_Litter_24_scaffold_41928 sequence	1470	2585031	1108	2585031
1698240234	MN035987	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_48_scaffold_2239 hypothetical protein (H4Bulk482239_000001) and RNA-dependent RNA polymerase (H4Bulk482239_000002) genes, partial cds	2311	2585031	1108	2585031
1698240188	MN035970	Riboviria sp.	MAG: Riboviria sp. isolate H2_Rhizo_33_scaffold_120028 RNA-dependent RNA polymerase (H2Rhizo33120028_000001) and hypothetical protein (H2Rhizo33120028_000002) genes, partial cds	1179	2585031	1108	2585031
1698240131	MN035947	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_46_scaffold_12873 sequence	1536	2585031	1108	2585031
1698240104	MN035938	Riboviria sp.	MAG: Riboviria sp. isolate H1_Rhizo_26_FD_scaffold_3000 hypothetical protein (H1Rhizo26FD3000_000001) gene, complete cds; and RNA-dependent RNA polymerase (H1Rhizo26FD3000_000002) gene, partial cds	2267	2585031	1108	2585031
1698240097	MN035934	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_47_scaffold_3281 sequence	2112	2585031	1108	2585031
1698240074	MN035923	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_Litter_23_scaffold_2269 RNA-dependent RNA polymerase (H4BulkLitter232269_000001) gene, complete cds; and hypothetical protein (H4BulkLitter232269_000002) gene, partial cds	2246	2585031	1108	2585031
1698240049	MN035913	Riboviria sp.	MAG: Riboviria sp. isolate H1_Rhizo_25_scaffold_7549 sequence	1741	2585031	1108	2585031
1698240016	MN035898	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_46_scaffold_12660 sequence	1544	2585031	1108	2585031
1698240013	MN035897	Riboviria sp.	MAG: Riboviria sp. isolate H3_Bulk_41_scaffold_4376 hypothetical protein (H3Bulk414376_000001) and RNA-dependent RNA polymerase (H3Bulk414376_000002) genes, partial cds	2008	2585031	1108	2585031
1698239987	MN035883	Riboviria sp.	MAG: Riboviria sp. isolate H2_Rhizo_32_scaffold_419 hypothetical protein (H2Rhizo32419_000001), RNA-dependent RNA polymerase (H2Rhizo32419_000002), and hypothetical protein (H2Rhizo32419_000003) genes, complete cds	4304	2585031	1108	2585031
1698239956	MN035871	Riboviria sp.	MAG: Riboviria sp. isolate H4_Bulk_48_scaffold_5887 sequence	1752	2585031	1108	2585031
1698232432	MN032737	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_30_scaffold_12226 sequence	1235	2585031	1108	2585031
1698232401	MN032723	Riboviria sp.	MAG: Riboviria sp. isolate H3_Bulk_41_scaffold_9688 sequence	1540	2585031	1108	2585031
1698232380	MN032717	Riboviria sp.	MAG: Riboviria sp. isolate H3_Bulk_Litter_16_841 hypothetical protein (H3BulkLitter16841_000001) and RNA-dependent RNA polymerase (H3BulkLitter16841_000002) genes, partial cds	2956	2585031	1108	2585031
1698232365	MN032711	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_Litter_12_scaffold_1533 RNA-dependent RNA polymerase (H2BulkLitter121533_000001) and hypothetical protein (H2BulkLitter121533_000002) genes, partial cds	2931	2585031	1108	2585031
1698232356	MN032706	Riboviria sp.	MAG: Riboviria sp. isolate H1_Bulk_29_scaffold_13615 sequence	1270	2585031	1108	2585031
1698232332	MN032694	Riboviria sp.	MAG: Riboviria sp. isolate H1_Rhizo_26_FD_scaffold_24795 sequence	1083	2585031	1108	2585031
1698232307	MN032684	Riboviria sp.	MAG: Riboviria sp. isolate H2_Bulk_36_scaffold_4859 sequence	1435	2585031	1108	2585031
1698232288	MN032677	Riboviria sp.	MAG: Riboviria sp. isolate H2_Rhizo_Litter_7_scaffold_1747 hypothetical protein (H2RhizoLitter71747_000001) gene, partial cds; and RNA-dependent RNA polymerase (H2RhizoLitter71747_000002) gene, complete cds	2219	2585031	1108	2585031
1682807076	MK584820	Penicillium miczynskii RNA virus 1	MAG: Penicillium miczynskii RNA virus 1 isolate CREA-VE-15SY3, complete sequence	2891	2587543	1	2587543
1767129329	MN532680	Coniothyrium diplodiella negative-stranded RNA virus 1	Coniothyrium diplodiella negative-stranded RNA virus 1 nucleocapsid gene, complete cds	1197	2587545	3	2587545
1767129327	MN532679	Coniothyrium diplodiella negative-stranded RNA virus 1	Coniothyrium diplodiella negative-stranded RNA virus 1 NS1 gene, complete cds	1939	2587545	3	2587545
1682807822	MK584854	Coniothyrium diplodiella negative-stranded RNA virus 1	MAG: Coniothyrium diplodiella negative-stranded RNA virus 1 isolate CREA-VE-6SY1, complete sequence	6519	2587545	3	2587545
1802784532	LC496783	Aedes aegypti virga-like virus	Aedes aegypti virga-like virus GH115 genes for hypothetical protein 1, hypothetical protein 2, complete cds	4448	2605629	1	2605629
1820533623	LC507097	Culex tritaeniorhynchus Negev-like virus	Culex tritaeniorhynchus Negev-like virus 17I&TG27 RNA, complete genome	12911	2662141	1	2662141
1773392087	MN513382	Hammarskog virga-like virus	Hammarskog virga-like virus strain SW14, partial genome	10200	2665440	1	2665440
1820428223	MT129690	Dilkington hypovirus	Dilkington hypovirus strain GudgCaA_DN63681-1 polyprotein gene, partial cds	727	2716743	1	2716743
2284931886	OM514603	Erysiphe necator associated narnavirus 6	MAG: Erysiphe necator associated narnavirus 6 isolate DLGFY124 RNA-dependent RNA polymerase gene, complete cds	2396	2736410	2	2736410
1841984888	MN605419	Erysiphe necator associated narnavirus 6	Erysiphe necator associated narnavirus 6 isolate PMS1_102, complete genome	2466	2736410	2	2736410
1848976847	MN611685	Erysiphe necator associated virus 5	Erysiphe necator associated virus 5 isolate PMS5_DN3225, complete genome	1739	2741906	1	2741906
1858370692	MN630180	Erysiphe necator associated bluner-like virus 1	Erysiphe necator associated bluner-like virus 1 isolate PMS15_DN14270 RNA-dependent RNA polymerase gene, complete cds	3581	2744810	1	2744810
