sample_id	'ref_id	'total_reads	'mapped_reads	'average_cov	'norm_average_cov	'percentage_covered	'mosquito_id	'genus_species	'Location	'Batch	'LibPool	'percentage_mapped	'rRNA	'Batch_rounded
F1509	'Aedes_albopictus_5p8S_MQSRNAGN	'13942914	'10	'6.38532110091743	'0.457961736041507	'100	'F1509	'Aedes albopictus	'Preah Vihear	'10.1	'10	'7.17210190065004e-05	'5.8S	'10
F1511	'Aedes_albopictus_5p8S_MQSRNAGN	'10745084	'147	'98.8440366972477	'9.19900083584714	'100	'F1511	'Aedes albopictus	'Preah Vihear	'1.3	'1	'0.00136806748090569	'5.8S	'1
F1513	'Aedes_albopictus_5p8S_MQSRNAGN	'7785214	'2	'1.3302752293578	'0.170872018336015	'69.72	'F1513	'Aedes albopictus	'Preah Vihear	'4.1	'4	'2.56897241360353e-05	'5.8S	'4
F1514	'Aedes_albopictus_5p8S_MQSRNAGN	'10419326	'0	'0	'0	'0	'F1514	'Aedes albopictus	'Preah Vihear	'10.1	'10	'0	'5.8S	'10
F1515	'Aedes_albopictus_5p8S_MQSRNAGN	'9741362	'68	'45.0642201834862	'4.62606976144468	'97.25	'F1515	'Aedes albopictus	'Preah Vihear	'1.3	'1	'0.000698054337781514	'5.8S	'1
F1516	'Aedes_albopictus_5p8S_MQSRNAGN	'6798842	'0	'0	'0	'0	'F1516	'Aedes albopictus	'Preah Vihear	'17	'20	'0	'5.8S	'17
F1517	'Aedes_albopictus_5p8S_MQSRNAGN	'10722820	'0	'0	'0	'0	'F1517	'Aedes albopictus	'Preah Vihear	'10.1	'10	'0	'5.8S	'10
F1518	'Aedes_albopictus_5p8S_MQSRNAGN	'14627864	'320	'213.275229357798	'14.5800664647824	'100	'F1518	'Aedes albopictus	'Preah Vihear	'2.2	'3	'0.00218760579124881	'5.8S	'2
F1519	'Aedes_albopictus_5p8S_MQSRNAGN	'10318986	'99	'66.743119266055	'6.46799203585072	'100	'F1519	'Aedes albopictus	'Preah Vihear	'1.3	'2	'0.000959396591874434	'5.8S	'1
F1520	'Aedes_albopictus_5p8S_MQSRNAGN	'13463376	'0	'0	'0	'0	'F1520	'Aedes albopictus	'Preah Vihear	'10.1	'10	'0	'5.8S	'10
F1521	'Aedes_albopictus_5p8S_MQSRNAGN	'9727498	'2	'1.36697247706422	'0.140526626380619	'71.56	'F1521	'Aedes albopictus	'Preah Vihear	'10.1	'10	'2.05602715107215e-05	'5.8S	'10
F1040	'Culex_quinquefasciatus_12S_NC_014574	'12028414	'2029	'185.876865671642	'15.4531483262583	'94.78	'F1040	'Culex quinquefasciatus	'Battambang & Pailin	'6.2	'6	'0.0168683917929662	'12S	'6
F1041	'Culex_quinquefasciatus_12S_NC_014574	'20481086	'488	'44.2624378109453	'2.16113724686988	'98.88	'F1041	'Culex quinquefasciatus	'Battambang & Pailin	'6.2	'6	'0.00238268615248234	'12S	'6
F1112	'Culex_quinquefasciatus_12S_NC_014574	'14246366	'11982	'1097.6131840796	'77.0451344630344	'96.52	'F1112	'Culex quinquefasciatus	'Sihanuokville	'1.3	'1	'0.0841056589448846	'12S	'1
F1113	'Culex_quinquefasciatus_12S_NC_014574	'18098034	'19550	'1737.45024875622	'96.0021540879091	'99.5	'F1113	'Culex quinquefasciatus	'Sihanuokville	'16.1	'17	'0.108022783027151	'12S	'16
F1114	'Culex_quinquefasciatus_12S_NC_014574	'24343352	'3329	'282.389303482587	'11.6002637386415	'97.76	'F1114	'Culex quinquefasciatus	'Sihanuokville	'16.1	'19	'0.013675191485544	'12S	'16
F1115	'Culex_quinquefasciatus_12S_NC_014574	'17305090	'25140	'2195.90298507463	'126.893473831955	'99.88	'F1115	'Culex quinquefasciatus	'Sihanuokville	'16.1	'17	'0.145275176263169	'12S	'16
F1116	'Culex_quinquefasciatus_12S_NC_014574	'15483022	'18989	'1657.00870646766	'107.021013499022	'98.26	'F1116	'Culex quinquefasciatus	'Sihanuokville	'16.1	'17	'0.122644016135868	'12S	'16
F1117	'Culex_quinquefasciatus_12S_NC_014574	'13828150	'269	'20.589552238806	'1.48895927790818	'97.76	'F1117	'Culex quinquefasciatus	'Sihanuokville	'16.1	'16	'0.00194530721752367	'12S	'16
F1118	'Culex_quinquefasciatus_12S_NC_014574	'9725192	'11550	'1056.51492537313	'108.636922065203	'97.39	'F1118	'Culex quinquefasciatus	'Sihanuokville	'2.2	'3	'0.118763722094124	'12S	'2
F1119	'Culex_quinquefasciatus_12S_NC_014574	'25874528	'9051	'760.905472636816	'29.4075112263619	'97.89	'F1119	'Culex quinquefasciatus	'Sihanuokville	'16.1	'18	'0.0349803482405553	'12S	'16
F1120	'Culex_quinquefasciatus_12S_NC_014574	'12466052	'743	'62.294776119403	'4.99715355907411	'97.64	'F1120	'Culex quinquefasciatus	'Sihanuokville	'16.2	'16	'0.0059601869140286	'12S	'16
F1121	'Culex_quinquefasciatus_12S_NC_014574	'16470790	'6809	'572.02736318408	'34.729807324608	'97.89	'F1121	'Culex quinquefasciatus	'Sihanuokville	'16.2	'17	'0.0413398507296857	'12S	'16
F1122	'Culex_quinquefasciatus_12S_NC_014574	'11157518	'483	'40.7363184079602	'3.65101973467219	'96.14	'F1122	'Culex quinquefasciatus	'Sihanuokville	'16.2	'16	'0.00432891974720543	'12S	'16
F1123	'Culex_quinquefasciatus_12S_NC_014574	'10256232	'59	'4.20398009950249	'0.409895183679785	'90.42	'F1123	'Culex quinquefasciatus	'Sihanuokville	'16.2	'16	'0.000575259998018766	'12S	'16
F1124	'Culex_quinquefasciatus_12S_NC_014574	'12021780	'17257	'1583.8171641791	'131.745645335308	'99.38	'F1124	'Culex quinquefasciatus	'Sihanuokville	'1.3	'1	'0.143547794087065	'12S	'1
F1125	'Culex_quinquefasciatus_12S_NC_014574	'16497486	'44533	'3818.46517412935	'231.457397456155	'99.75	'F1125	'Culex quinquefasciatus	'Sihanuokville	'16.2	'18	'0.269938098447242	'12S	'16
F1126	'Culex_quinquefasciatus_12S_NC_014574	'17467986	'3998	'339.747512437811	'19.4497243378722	'97.76	'F1126	'Culex quinquefasciatus	'Sihanuokville	'16.2	'17	'0.0228875841782791	'12S	'16
F1419	'Culex_quinquefasciatus_12S_NC_014574	'10467082	'8977	'823.029850746269	'78.6303050598312	'99	'F1419	'Culex quinquefasciatus	'Kompong Thom	'1.2	'1	'0.0857641126724717	'12S	'1
F1420	'Culex_quinquefasciatus_12S_NC_014574	'7735716	'2555	'224.512437810945	'29.0228387147286	'97.76	'F1420	'Culex quinquefasciatus	'Kompong Thom	'17	'19	'0.033028616872698	'12S	'17
F1422	'Culex_quinquefasciatus_12S_NC_014574	'10380018	'471	'42.4813432835821	'4.09260786287481	'94.15	'F1422	'Culex quinquefasciatus	'Kompong Thom	'1.2	'1	'0.0045375643857265	'12S	'1
F1423	'Culex_quinquefasciatus_12S_NC_014574	'10877274	'170538	'15598.1007462687	'1434.0082585277	'99.38	'F1423	'Culex quinquefasciatus	'Kompong Thom	'1.2	'2	'1.56783767697679	'12S	'1
F1424	'Culex_quinquefasciatus_12S_NC_014574	'9049102	'18230	'1684.83582089552	'186.188178771277	'95.15	'F1424	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0.201456453911117	'12S	'8
F1425	'Culex_quinquefasciatus_12S_NC_014574	'7369288	'10859	'998.398009950249	'135.480932479535	'95.15	'F1425	'Culex quinquefasciatus	'Kompong Thom	'5.2	'5	'0.14735480551174	'12S	'5
F1426	'Culex_quinquefasciatus_12S_NC_014574	'10742078	'6183	'571.965174129353	'53.2453007815949	'96.02	'F1426	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0.0575586958128586	'12S	'8
F1427	'Culex_quinquefasciatus_12S_NC_014574	'7123788	'220363	'19691.8246268657	'2764.23507084513	'99.38	'F1427	'Culex quinquefasciatus	'Kompong Thom	'5.1	'5	'3.09334022854133	'12S	'5
F1428	'Culex_quinquefasciatus_12S_NC_014574	'9819224	'21729	'2010.83208955224	'204.785234510613	'95.15	'F1428	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0.221290399322798	'12S	'8
F1429	'Culex_quinquefasciatus_12S_NC_014574	'18494922	'27379	'2533.08457711443	'136.961084621737	'98.51	'F1429	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0.148035228264277	'12S	'8
F1430	'Culex_quinquefasciatus_12S_NC_014574	'14943292	'6168	'564.10447761194	'37.7496790942679	'95.15	'F1430	'Culex quinquefasciatus	'Kompong Thom	'2.1	'2	'0.0412760454657515	'12S	'2
F1431	'Culex_quinquefasciatus_12S_NC_014574	'13730062	'48181	'4459.35572139303	'324.787733762093	'95.65	'F1431	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0.350916113852945	'12S	'8
F1432	'Culex_quinquefasciatus_12S_NC_014574	'13950214	'77858	'7204.55348258706	'516.447524216264	'99	'F1432	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0.558113302061173	'12S	'8
F1433	'Culex_quinquefasciatus_12S_NC_014574	'10259524	'54006	'5000.68034825871	'487.418358615732	'99.38	'F1433	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0.526398690621514	'12S	'8
F1570	'Culex_quinquefasciatus_12S_NC_014574	'8879140	'16268	'1492.49875621891	'168.09046329024	'97.39	'F1570	'Culex quinquefasciatus	'Preah Vihear	'1.3	'1	'0.183215942084481	'12S	'1
F1571	'Culex_quinquefasciatus_12S_NC_014574	'2251234	'29700	'3756.12935323383	'1668.47575739964	'98.26	'F1571	'Culex quinquefasciatus	'Preah Vihear	'11.1	'101	'1.31927645016022	'12S	'11
F1572	'Culex_quinquefasciatus_12S_NC_014574	'9259096	'117317	'10754.5509950249	'1161.51198724205	'98.01	'F1572	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'1.26704594055402	'12S	'11
F1573	'Culex_quinquefasciatus_12S_NC_014574	'7579068	'55444	'5094.81965174129	'672.222448952997	'98.26	'F1573	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'0.731541134081394	'12S	'11
F1574	'Culex_quinquefasciatus_12S_NC_014574	'7376686	'79853	'7338.9092039801	'994.878893310641	'96.89	'F1574	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'1.08250507070519	'12S	'11
F1575	'Culex_quinquefasciatus_12S_NC_014574	'10906838	'54872	'5023.01492537313	'460.538143628166	'99.25	'F1575	'Culex quinquefasciatus	'Preah Vihear	'1.3	'2	'0.50309723129655	'12S	'1
F1576	'Culex_quinquefasciatus_12S_NC_014574	'4569390	'6652	'809.803482587065	'177.223542439377	'98.26	'F1576	'Culex quinquefasciatus	'Preah Vihear	'11.1	'101	'0.145577418430031	'12S	'11
F1577	'Culex_quinquefasciatus_12S_NC_014574	'6364464	'170331	'15753.3072139303	'2475.1977878939	'100	'F1577	'Culex quinquefasciatus	'Preah Vihear	'4.1	'4	'2.67628193041865	'12S	'4
F1578	'Culex_quinquefasciatus_12S_NC_014574	'11003738	'177818	'16306.2325870647	'1481.88121046363	'99.13	'F1578	'Culex quinquefasciatus	'Preah Vihear	'2.2	'3	'1.61597813397593	'12S	'2
F1579	'Culex_quinquefasciatus_12S_NC_014574	'6606958	'44539	'4093.51865671642	'619.576915233367	'96.89	'F1579	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'0.674122644642209	'12S	'11
F1580	'Culex_quinquefasciatus_12S_NC_014574	'11768228	'80452	'7399.96641791045	'628.808892716087	'97.89	'F1580	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'0.68363733265535	'12S	'11
F1581	'Culex_quinquefasciatus_12S_NC_014574	'10261990	'133419	'12266.7400497512	'1195.35685083997	'99.38	'F1581	'Culex quinquefasciatus	'Preah Vihear	'11.2	'11	'1.30012794789315	'12S	'11
F1582	'Culex_quinquefasciatus_12S_NC_014574	'13309688	'116468	'10653.4228855721	'800.426192227206	'99.75	'F1582	'Culex quinquefasciatus	'Preah Vihear	'2.1	'2	'0.875061834657582	'12S	'2
F1040	'Culex_quinquefasciatus_16S_NC_014574	'12028414	'2794	'154.386346586647	'12.835137416009	'93.17	'F1040	'Culex quinquefasciatus	'Battambang & Pailin	'6.2	'6	'0.0232283325133305	'16S	'6
F1041	'Culex_quinquefasciatus_16S_NC_014574	'20481086	'385	'21.2273068267067	'1.03643463177229	'77.34	'F1041	'Culex quinquefasciatus	'Battambang & Pailin	'6.2	'6	'0.00187978313259365	'16S	'6
F1112	'Culex_quinquefasciatus_16S_NC_014574	'14246366	'9111	'502.213053263316	'35.2520111629391	'100	'F1112	'Culex quinquefasciatus	'Sihanuokville	'1.3	'1	'0.0639531512808249	'16S	'1
F1113	'Culex_quinquefasciatus_16S_NC_014574	'18098034	'3632	'186.160540135034	'10.2862299924419	'100	'F1113	'Culex quinquefasciatus	'Sihanuokville	'16.1	'17	'0.0200684781562461	'16S	'16
F1114	'Culex_quinquefasciatus_16S_NC_014574	'24343352	'3028	'143.00975243811	'5.87469434932829	'96.4	'F1114	'Culex quinquefasciatus	'Sihanuokville	'16.1	'19	'0.0124387142740244	'16S	'16
F1115	'Culex_quinquefasciatus_16S_NC_014574	'17305090	'9653	'467.66991747937	'27.0249919231492	'100	'F1115	'Culex quinquefasciatus	'Sihanuokville	'16.1	'17	'0.0557812759136185	'16S	'16
F1116	'Culex_quinquefasciatus_16S_NC_014574	'15483022	'9099	'453.12528132033	'29.2659457126865	'100	'F1116	'Culex quinquefasciatus	'Sihanuokville	'16.1	'17	'0.0587675971783803	'16S	'16
F1117	'Culex_quinquefasciatus_16S_NC_014574	'13828150	'289	'12.1095273818455	'0.875715651178608	'89.2	'F1117	'Culex quinquefasciatus	'Sihanuokville	'16.1	'16	'0.00208993972440276	'16S	'16
F1118	'Culex_quinquefasciatus_16S_NC_014574	'9725192	'5700	'313.723180795199	'32.2588161544984	'96.25	'F1118	'Culex quinquefasciatus	'Sihanuokville	'2.2	'3	'0.0586106680464509	'16S	'2
F1119	'Culex_quinquefasciatus_16S_NC_014574	'25874528	'8314	'393.487621905476	'15.2075284969634	'100	'F1119	'Culex quinquefasciatus	'Sihanuokville	'16.1	'18	'0.032131987103301	'16S	'16
F1120	'Culex_quinquefasciatus_16S_NC_014574	'12466052	'851	'42.1770442610653	'3.38335218408084	'99.32	'F1120	'Culex quinquefasciatus	'Sihanuokville	'16.2	'16	'0.00682653978982279	'16S	'16
F1121	'Culex_quinquefasciatus_16S_NC_014574	'16470790	'2790	'134.177794448612	'8.14640915515359	'99.62	'F1121	'Culex quinquefasciatus	'Sihanuokville	'16.2	'17	'0.0169390782105776	'16S	'16
F1122	'Culex_quinquefasciatus_16S_NC_014574	'11157518	'155	'7.24531132783196	'0.649365865045609	'91.07	'F1122	'Culex quinquefasciatus	'Sihanuokville	'16.2	'16	'0.00138919784848207	'16S	'16
F1123	'Culex_quinquefasciatus_16S_NC_014574	'10256232	'25	'0.601650412603151	'0.0586619347732336	'33.83	'F1123	'Culex quinquefasciatus	'Sihanuokville	'16.2	'16	'0.000243754236448629	'16S	'16
F1124	'Culex_quinquefasciatus_16S_NC_014574	'12021780	'5962	'329.33983495874	'27.3952638426872	'97.67	'F1124	'Culex quinquefasciatus	'Sihanuokville	'1.3	'1	'0.0495933214548927	'16S	'1
F1125	'Culex_quinquefasciatus_16S_NC_014574	'16497486	'31900	'1513.95123780945	'91.7686026713071	'100	'F1125	'Culex quinquefasciatus	'Sihanuokville	'16.2	'18	'0.193362794791885	'16S	'16
F1126	'Culex_quinquefasciatus_16S_NC_014574	'17467986	'2078	'101.52288072018	'5.81193966609431	'100	'F1126	'Culex quinquefasciatus	'Sihanuokville	'16.2	'17	'0.0118960480046183	'16S	'16
F1419	'Culex_quinquefasciatus_16S_NC_014574	'10467082	'10068	'555.044261065266	'53.027602254885	'98.57	'F1419	'Culex quinquefasciatus	'Kompong Thom	'1.2	'1	'0.0961872659447972	'16S	'1
F1420	'Culex_quinquefasciatus_16S_NC_014574	'7735716	'1741	'92.0322580645161	'11.8970575011435	'98.35	'F1420	'Culex quinquefasciatus	'Kompong Thom	'17	'19	'0.0225059968592435	'16S	'17
F1422	'Culex_quinquefasciatus_16S_NC_014574	'10380018	'205	'11.225056264066	'1.08141009621236	'71.19	'F1422	'Culex quinquefasciatus	'Kompong Thom	'1.2	'1	'0.00197494840567714	'16S	'1
F1423	'Culex_quinquefasciatus_16S_NC_014574	'10877274	'72592	'3988.49737434359	'366.681704841083	'99.77	'F1423	'Culex quinquefasciatus	'Kompong Thom	'1.2	'2	'0.667373093662989	'16S	'1
F1424	'Culex_quinquefasciatus_16S_NC_014574	'9049102	'8883	'492.14703675919	'54.3862846014102	'95.12	'F1424	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0.0981644366479679	'16S	'8
F1425	'Culex_quinquefasciatus_16S_NC_014574	'7369288	'3845	'212.797449362341	'28.8762563442141	'95.12	'F1425	'Culex quinquefasciatus	'Kompong Thom	'5.2	'5	'0.0521760039775891	'16S	'5
F1426	'Culex_quinquefasciatus_16S_NC_014574	'10742078	'2811	'156.417854463616	'14.5612286992904	'90.4	'F1426	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0.0261681212890094	'16S	'8
F1427	'Culex_quinquefasciatus_16S_NC_014574	'7123788	'54977	'2955.53338334584	'414.882276584569	'100	'F1427	'Culex quinquefasciatus	'Kompong Thom	'5.1	'5	'0.771738294289499	'16S	'5
F1428	'Culex_quinquefasciatus_16S_NC_014574	'9819224	'15566	'867.50112528132	'88.3472181998619	'99.62	'F1428	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0.158525765376164	'16S	'8
F1429	'Culex_quinquefasciatus_16S_NC_014574	'18494922	'13795	'767.457614403601	'41.4955853505952	'98.27	'F1429	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0.0745880409768692	'16S	'8
F1430	'Culex_quinquefasciatus_16S_NC_014574	'14943292	'4982	'274.205551387847	'18.3497419034472	'100	'F1430	'Culex quinquefasciatus	'Kompong Thom	'2.1	'2	'0.0333393739478557	'16S	'2
F1431	'Culex_quinquefasciatus_16S_NC_014574	'13730062	'24078	'1340.2175543886	'97.6119084086144	'97.9	'F1431	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0.175367015822653	'16S	'8
F1432	'Culex_quinquefasciatus_16S_NC_014574	'13950214	'44028	'2453.26631657914	'175.858686940512	'97.07	'F1432	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0.315608061639771	'16S	'8
F1433	'Culex_quinquefasciatus_16S_NC_014574	'10259524	'20349	'1133.84621155289	'110.516453936156	'97	'F1433	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0.198342535189742	'16S	'8
F1570	'Culex_quinquefasciatus_16S_NC_014574	'8879140	'8013	'442.609152288072	'49.8482006464671	'100	'F1570	'Culex quinquefasciatus	'Preah Vihear	'1.3	'1	'0.0902452264521114	'16S	'1
F1571	'Culex_quinquefasciatus_16S_NC_014574	'2251234	'22899	'1745.64366091523	'775.416354281798	'100	'F1571	'Culex quinquefasciatus	'Preah Vihear	'11.1	'101	'1.01717546909828	'16S	'11
F1572	'Culex_quinquefasciatus_16S_NC_014574	'9259096	'51609	'2840.711927982	'306.80229776017	'100	'F1572	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'0.557387027848075	'16S	'11
F1573	'Culex_quinquefasciatus_16S_NC_014574	'7579068	'26760	'1476.98649662416	'194.8770609558	'100	'F1573	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'0.35307771351306	'16S	'11
F1574	'Culex_quinquefasciatus_16S_NC_014574	'7376686	'28124	'1553.16354088522	'210.550312279148	'99.7	'F1574	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'0.38125521406225	'16S	'11
F1575	'Culex_quinquefasciatus_16S_NC_014574	'10906838	'20411	'1125.06526631658	'103.152285411829	'100	'F1575	'Culex quinquefasciatus	'Preah Vihear	'1.3	'2	'0.187139480755101	'16S	'1
F1576	'Culex_quinquefasciatus_16S_NC_014574	'4569390	'5654	'418.632408102026	'91.6166945920627	'99.7	'F1576	'Culex quinquefasciatus	'Preah Vihear	'11.1	'101	'0.12373642871368	'16S	'11
F1577	'Culex_quinquefasciatus_16S_NC_014574	'6364464	'62400	'3456.14103525881	'543.0372510959	'100	'F1577	'Culex quinquefasciatus	'Preah Vihear	'4.1	'4	'0.980443914837133	'16S	'4
F1578	'Culex_quinquefasciatus_16S_NC_014574	'11003738	'51042	'2814.11477869467	'255.741710561872	'99.02	'F1578	'Culex quinquefasciatus	'Preah Vihear	'2.2	'3	'0.463860553568251	'16S	'2
F1579	'Culex_quinquefasciatus_16S_NC_014574	'6606958	'17557	'969.631657914479	'146.759167821935	'100	'F1579	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'0.265735002402013	'16S	'11
F1580	'Culex_quinquefasciatus_16S_NC_014574	'11768228	'34716	'1919.65566391598	'163.121895999634	'99.77	'F1580	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'0.294997683593486	'16S	'11
F1581	'Culex_quinquefasciatus_16S_NC_014574	'10261990	'41409	'2285.04276069017	'222.670530831756	'99.62	'F1581	'Culex quinquefasciatus	'Preah Vihear	'11.2	'11	'0.403518225997102	'16S	'11
F1582	'Culex_quinquefasciatus_16S_NC_014574	'13309688	'64303	'3530.08252063016	'265.226541796484	'100	'F1582	'Culex quinquefasciatus	'Preah Vihear	'2.1	'2	'0.483129281467755	'16S	'2
F1040	'Culex_quinquefasciatus_18S_AAWU01003351	'12028414	'92	'3.26954177897574	'0.271818194732551	'77.09	'F1040	'Culex quinquefasciatus	'Battambang & Pailin	'6.2	'6	'0.000764855616043811	'18S	'6
F1041	'Culex_quinquefasciatus_18S_AAWU01003351	'20481086	'156	'4.9633423180593	'0.242337848591588	'86.58	'F1041	'Culex quinquefasciatus	'Battambang & Pailin	'6.2	'6	'0.000761678360219766	'18S	'6
F1112	'Culex_quinquefasciatus_18S_AAWU01003351	'14246366	'306	'11.3601078167116	'0.79740390052534	'94.18	'F1112	'Culex quinquefasciatus	'Sihanuokville	'1.3	'1	'0.0021479161773606	'18S	'1
F1113	'Culex_quinquefasciatus_18S_AAWU01003351	'18098034	'6921	'273.014016172507	'15.0852858477615	'58.54	'F1113	'Culex quinquefasciatus	'Sihanuokville	'16.1	'17	'0.0382417228302256	'18S	'16
F1114	'Culex_quinquefasciatus_18S_AAWU01003351	'24343352	'380	'14.4452830188679	'0.593397450723628	'37.2	'F1114	'Culex quinquefasciatus	'Sihanuokville	'16.1	'19	'0.00156100113082208	'18S	'16
F1115	'Culex_quinquefasciatus_18S_AAWU01003351	'17305090	'198	'6.44582210242588	'0.372481281659089	'36.39	'F1115	'Culex quinquefasciatus	'Sihanuokville	'16.1	'17	'0.00114417203262162	'18S	'16
F1116	'Culex_quinquefasciatus_18S_AAWU01003351	'15483022	'613	'23.2857142857143	'1.50395150802694	'40.11	'F1116	'Culex quinquefasciatus	'Sihanuokville	'16.1	'17	'0.00395917541162184	'18S	'16
F1117	'Culex_quinquefasciatus_18S_AAWU01003351	'13828150	'96	'2.55741239892183	'0.184942483189858	'34.39	'F1117	'Culex quinquefasciatus	'Sihanuokville	'16.1	'16	'0.000694236033019601	'18S	'16
F1118	'Culex_quinquefasciatus_18S_AAWU01003351	'9725192	'5201	'204.963881401617	'21.0755614286707	'96.98	'F1118	'Culex quinquefasciatus	'Sihanuokville	'2.2	'3	'0.0534796639490511	'18S	'2
F1119	'Culex_quinquefasciatus_18S_AAWU01003351	'25874528	'271	'9.73315363881402	'0.376167388978613	'40.7	'F1119	'Culex quinquefasciatus	'Sihanuokville	'16.1	'18	'0.00104736210067291	'18S	'16
F1120	'Culex_quinquefasciatus_18S_AAWU01003351	'12466052	'198	'7.44851752021563	'0.597504127226136	'46.04	'F1120	'Culex quinquefasciatus	'Sihanuokville	'16.2	'16	'0.00158831360562269	'18S	'16
F1121	'Culex_quinquefasciatus_18S_AAWU01003351	'16470790	'247	'8.43396226415094	'0.512055721926571	'46.85	'F1121	'Culex quinquefasciatus	'Sihanuokville	'16.2	'17	'0.00149962448674289	'18S	'16
F1122	'Culex_quinquefasciatus_18S_AAWU01003351	'11157518	'90	'1.82479784366577	'0.163548725053885	'31.91	'F1122	'Culex quinquefasciatus	'Sihanuokville	'16.2	'16	'0.000806631008796042	'18S	'16
F1123	'Culex_quinquefasciatus_18S_AAWU01003351	'10256232	'34	'0.863072776280323	'0.0841510582327236	'11.21	'F1123	'Culex quinquefasciatus	'Sihanuokville	'16.2	'16	'0.000331505761570136	'18S	'16
F1124	'Culex_quinquefasciatus_18S_AAWU01003351	'12021780	'532	'20.8123989218329	'1.73122440452519	'85.61	'F1124	'Culex quinquefasciatus	'Sihanuokville	'1.3	'1	'0.00442530141127187	'18S	'1
F1125	'Culex_quinquefasciatus_18S_AAWU01003351	'16497486	'281	'10.4943396226415	'0.636117504366514	'39.95	'F1125	'Culex quinquefasciatus	'Sihanuokville	'16.2	'18	'0.00170328982246143	'18S	'16
F1126	'Culex_quinquefasciatus_18S_AAWU01003351	'17467986	'742	'28.7175202156334	'1.64400865764567	'43.77	'F1126	'Culex quinquefasciatus	'Sihanuokville	'16.2	'17	'0.00424777075044599	'18S	'16
F1419	'Culex_quinquefasciatus_18S_AAWU01003351	'10467082	'5271	'208.452291105121	'19.9150337319533	'98.06	'F1419	'Culex quinquefasciatus	'Kompong Thom	'1.2	'1	'0.0503578743340312	'18S	'1
F1420	'Culex_quinquefasciatus_18S_AAWU01003351	'7735716	'1383	'54.2582210242588	'7.01398823641648	'51.81	'F1420	'Culex quinquefasciatus	'Kompong Thom	'17	'19	'0.0178781123815817	'18S	'17
F1422	'Culex_quinquefasciatus_18S_AAWU01003351	'10380018	'121	'4.29703504043127	'0.413971829377489	'78.87	'F1422	'Culex quinquefasciatus	'Kompong Thom	'1.2	'1	'0.0011657012540826	'18S	'1
F1423	'Culex_quinquefasciatus_18S_AAWU01003351	'10877274	'254	'9.79568733153639	'0.900564546920156	'93.8	'F1423	'Culex quinquefasciatus	'Kompong Thom	'1.2	'2	'0.00233514389726691	'18S	'1
F1424	'Culex_quinquefasciatus_18S_AAWU01003351	'9049102	'2809	'111.164959568733	'12.2846399088808	'94.39	'F1424	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0.0310417541983724	'18S	'8
F1425	'Culex_quinquefasciatus_18S_AAWU01003351	'7369288	'69	'2.62048517520216	'0.355595435434489	'69.38	'F1425	'Culex quinquefasciatus	'Kompong Thom	'5.2	'5	'0.000936318406880013	'18S	'5
F1426	'Culex_quinquefasciatus_18S_AAWU01003351	'10742078	'119	'4.62048517520216	'0.430129549906653	'66.25	'F1426	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0.00110779311042054	'18S	'8
F1427	'Culex_quinquefasciatus_18S_AAWU01003351	'7123788	'5614	'217.644204851752	'30.5517520807402	'96.77	'F1427	'Culex quinquefasciatus	'Kompong Thom	'5.1	'5	'0.078806387837482	'18S	'5
F1428	'Culex_quinquefasciatus_18S_AAWU01003351	'9819224	'314	'12.4150943396226	'1.26436613928174	'92.51	'F1428	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0.0031978087066758	'18S	'8
F1429	'Culex_quinquefasciatus_18S_AAWU01003351	'18494922	'440	'17.0878706199461	'0.923922286341413	'92.61	'F1429	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0.00237903139034596	'18S	'8
F1430	'Culex_quinquefasciatus_18S_AAWU01003351	'14943292	'448	'17.6598382749326	'1.18179034947136	'94.29	'F1430	'Culex quinquefasciatus	'Kompong Thom	'2.1	'2	'0.00299800070827767	'18S	'2
