contig_id	pident	phylum	class	order	family	genus	species	rdrp_scan_vir_group	suggested_vir_sp	orf_id	evalue	sseqid	stitle	tax_id	rdrp_scan_evalue
F1042_NODE_4_length_2800_cov_341.222587	98.9	Kitrinoviricota	Tolucaviricetes	Tolivirales	Luteoviridae	NA	Culex-associated Luteo-like virus	Sobelivirales	Culex_associated_Luteo_like_virus	F1042_NODE_4_length_2800_cov_341.222587_3	2.7e-204	AXQ04793.1	AXQ04793.1 hypothetical protein [Culex-associated Luteo-like virus]	2304522	2.3e-104
F1252_NODE_1_length_3748_cov_16.256702	77.4	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	Gammacarmovirus	Soybean yellow mottle mosaic virus	Tolivirales	F1252_NODE_1_length_3748_cov_16.256702	F1252_NODE_1_length_3748_cov_16.256702_1	2.6e-245	QLG97045.1	QLG97045.1 polyprotein [Soybean yellow mottle mosaic virus]	578361	2.6e-149
F1339_NODE_266_length_3313_cov_7.505832	43.8	Kitrinoviricota	Tolucaviricetes	Tolivirales	NA	NA	Riboviria sp.	Tolivirales	Gatopsed_virus	F1339_NODE_266_length_3313_cov_7.505832_2	2.8e-101	QDH86440.1	QDH86440.1 MAG: RNA-dependent RNA polymerase [Riboviria sp.]	2585031	6.2e-100
F1120_NODE_4_length_5019_cov_758.624496	99.8	Kitrinoviricota	Tolucaviricetes	Tolivirales	NA	NA	Hubei mosquito virus 4	Tolivirales	Hubei_mosquito_virus_4	F1120_NODE_4_length_5019_cov_758.624496_3	1.3e-289	APG76308.1	APG76308.1 hypothetical protein 1 [Hubei mosquito virus 4]	1922928	1.2e-111
F1090_NODE_8_length_4703_cov_8.527108	97.4	Kitrinoviricota	Tolucaviricetes	Tolivirales	NA	NA	Hubei tombus-like virus 20	Tolivirales	Hubei_tombus_like_virus_20_subsp1	F1090_NODE_8_length_4703_cov_8.527108_3	1.4e-272	YP_009337034.1	YP_009337034.1 hypothetical protein 3 [Hubei tombus-like virus 20]	1923267	1.1e-90
F1374_NODE_10_length_4991_cov_3607.349271	97	Kitrinoviricota	Tolucaviricetes	Tolivirales	NA	NA	Hubei tombus-like virus 20	Tolivirales	Hubei_tombus_like_virus_20_subsp2	F1374_NODE_10_length_4991_cov_3607.349271_3	4.1e-272	YP_009337034.1	YP_009337034.1 hypothetical protein 3 [Hubei tombus-like virus 20]	1923267	5.2e-92
F1497_NODE_7_length_5809_cov_200.726625	77.2	Duplornaviricota	NA	NA	NA	NA	Wallemia sebi mycovirus 1	Duplornaviricota	F1497_NODE_7_length_5809_cov_200.726625	F1497_NODE_7_length_5809_cov_200.726625_1	0	ALO50138.1	ALO50138.1 cap-pol fusion protein, partial [Wallemia sebi mycovirus 1]	1755787	5.7e-74
F1157_NODE_12_length_1742_cov_6.048014	92.7	Kitrinoviricota	NA	NA	NA	NA	Erysiphe necator associated virus 5	Kitrinoviricota	Erysiphe_necator_associated_virus_5	F1157_NODE_12_length_1742_cov_6.048014_1	4.3e-294	QKI79987.1	QKI79987.1 RNA-dependent RNA polymerase [Erysiphe necator associated virus 5]	2741906	2.4e-46
F1422_NODE_183_length_1747_cov_7.848700	82.2	Kitrinoviricota	NA	NA	NA	NA	Penicillium vanoranjei associated RNA virus 1	Kitrinoviricota	F1422_NODE_183_length_1747_cov_7.848700	F1422_NODE_183_length_1747_cov_7.848700_2	2.8e-208	BDF97667.1	BDF97667.1 RNA-dependent RNA polymerase [Penicillium vanoranjei associated RNA virus 1]	2918179	1.7e-54
F1087_NODE_248_length_2122_cov_11578.753266	98.6	Lenarviricota	NA	NA	NA	NA	Hubei mosquito virus 3	Lenarviricota	Hubei_mosquito_virus_3	F1087_NODE_248_length_2122_cov_11578.753266_1	0	YP_009337789.1	YP_009337789.1 RNA-dependent RNA polymerase [Hubei mosquito virus 3]	1922927	8.4e-53
F1497_NODE_136_length_2378_cov_1144.077056	75.1	Pisuviricota	NA	NA	NA	NA	Plasmopara viticola lesion associated polymycovirus 3	Pisuviricota	F1497_NODE_136_length_2378_cov_1144.077056	F1497_NODE_136_length_2378_cov_1144.077056_1	0	QHG11072.1	QHG11072.1 RdRp [Plasmopara viticola lesion associated polymycovirus 3]	2695350	3.2e-17
F1052_NODE_9_length_4423_cov_7.729625	35.5	NA	NA	NA	Permutotetraviridae	NA	Permutotetraviridae sp.	Permutotetraviridae	F1052_NODE_9_length_4423_cov_7.729625	F1052_NODE_9_length_4423_cov_7.729625_1	3.8e-84	UHS71819.1	UHS71819.1 MAG: RNA-dependent RNA polymerase, partial [Permutotetraviridae sp.]	2585115	5.8e-123
F1052_NODE_13_663_chimera	88.4	NA	NA	NA	Permutotetraviridae	NA	Culex permutotetra-like virus	Permutotetraviridae	Culex_permutotetra_like_virus	F1052_NODE_13_length_3984_cov_401.735811_1	0	BBO25553.1	BBO25553.1 putative RNA-dependent RNA polymerase [Culex permutotetra-like virus]	2653117	3.1e-162
F1357_NODE_9_length_4740_cov_48.165208	90.1	NA	NA	NA	Permutotetraviridae	NA	Hubei permutotetra-like virus 2	Permutotetraviridae	Hubei_permutotetra_like_virus_2	F1357_NODE_9_length_4740_cov_48.165208_1	0	APG76964.1	APG76964.1 RdRp [Hubei permutotetra-like virus 2]	1923076	1.2e-178
