qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	slen	evalue	bitscore	stitle	tax_id	Collapsed_lineage	superkingdom	phylum	class	order	family	genus	species	kingdom	realm	clade1	clade2
F1556_NODE_1528_length_1608_cov_6.124920_1	XP_039450864.1	77	556	96	15	1	534	1290	1835	5834	9.9e-171	611.3	XP_039450864.1 histone-lysine N-methyltransferase 2D-like isoform X7 [Culex pipiens pallens]	42434	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex pipiens||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda||Culex pipiens pallens|||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1358_NODE_4194_length_1470_cov_2.213428_2	KFB47942.1	99.4	489	3	0	1	489	294	782	823	6e-215	758.1	KFB47942.1 hypothetical protein ZHAS_00016005 [Anopheles sinensis]	74873	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Anopheles|Anopheles sinensis||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||Laticorn|Myzorhynchus|||hyrcanus group||||Pterygota||Anophelinae|Anopheles||Nematocera|Hexapoda|||||Culicoidea||||	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles sinensis	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1358_NODE_4202_length_1469_cov_4.451909_2	XP_049285715.1	80.7	362	45	9	43	387	402	755	755	2.2e-63	254.2	XP_049285715.1 centrosomal and chromosomal factor [Anopheles funestus]	62324	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Anopheles|Anopheles funestus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia|Myzomyia|Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||funestus group||||Pterygota||Anophelinae|Cellia||Nematocera|Hexapoda|||||Culicoidea||||	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles funestus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1358_NODE_5934_length_1255_cov_3.055833_2	XP_035906417.1	84.1	195	29	2	17	210	134	327	1318	2.3e-82	317.4	XP_035906417.1 YLP motif-containing protein 1 isoform X1 [Anopheles stephensi]	30069	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Anopheles|Anopheles stephensi||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia|Neocellia|Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Anophelinae|Cellia||Nematocera|Hexapoda|||||Culicoidea||||	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles stephensi	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1358_NODE_7903_length_1095_cov_1.948077_1	XP_039446680.1	82.4	363	64	0	2	364	371	733	1425	6.5e-174	621.3	XP_039446680.1 uncharacterized protein K02A2.6-like [Culex pipiens pallens]	42434	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex pipiens||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda||Culex pipiens pallens|||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1368_NODE_9850_length_907_cov_4.176056_2	KFB40608.1	84.4	141	22	0	162	302	44	184	893	4.1e-57	233	KFB40608.1 AGAP011537-PA-like protein [Anopheles sinensis]	74873	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Anopheles|Anopheles sinensis||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||Laticorn|Myzorhynchus|||hyrcanus group||||Pterygota||Anophelinae|Anopheles||Nematocera|Hexapoda|||||Culicoidea||||	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles sinensis	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1547_NODE_3612_length_1060_cov_1.578109_1	VDM20181.1	96.6	353	12	0	1	353	438	790	820	1.2e-169	607.1	VDM20181.1 unnamed protein product [Wuchereria bancrofti]	6293	Eukaryota|Nematoda|Chromadorea|Rhabditida|Onchocercidae|Wuchereria|Wuchereria bancrofti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa||||||||||||Spiruromorpha||Metazoa||cellular organisms||||||||||||||||||||Spirurina||||||Filarioidea||||	Eukaryota	Nematoda	Chromadorea	Rhabditida	Onchocercidae	Wuchereria	Wuchereria bancrofti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1519_NODE_298_length_2584_cov_2.604191_2	XP_029712262.1	96.4	861	31	0	1	861	955	1815	1905	0	1301.6	XP_029712262.1 LOW QUALITY PROTEIN: histone-lysine N-methyltransferase SETD1 [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1120_NODE_1_length_11041_cov_142.104315_2	QRW42815.1	97.4	3364	40	1	19	3382	1	3316	3316	0	6127.7	QRW42815.1 MAG: polyprotein [Hubei virga-like virus 2]	1923335	Viruses||||||Hubei virga-like virus 2||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Hubei virga-like virus 2	NA	Riboviria	NA	NA
F1120_NODE_2_length_7852_cov_13.154547_1	QRW41704.1	96.7	2210	72	0	31	2240	1	2210	2210	0	4310.4	QRW41704.1 MAG: RNA-dependent RNA polymerase [Guadeloupe Culex tymo-like virus]	2607736	Viruses|Kitrinoviricota|Alsuviricetes|Tymovirales|||Guadeloupe Culex tymo-like virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Tymovirales||||||||||||||||||||||||||||||	Viruses	Kitrinoviricota	Alsuviricetes	Tymovirales	NA	NA	Guadeloupe Culex tymo-like virus	Orthornavirae	Riboviria	NA	NA
F1120_NODE_4_length_5019_cov_758.624496_3	APG76308.1	99.8	485	1	0	1	485	522	1006	1006	1.3e-289	1006.1	APG76308.1 hypothetical protein 1 [Hubei mosquito virus 4]	1922928	Viruses||||||Hubei mosquito virus 4||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Hubei mosquito virus 4	NA	Riboviria	NA	NA
F1120_NODE_57_length_2277_cov_3.948245_1	QTW97839.1	96.5	738	26	0	22	759	1	738	919	0	1381.7	QTW97839.1 RNA-dependent RNA polymerase [Narnaviridae sp.]	2583949	Viruses|Lenarviricota|Amabiliviricetes|Wolframvirales|Narnaviridae||Narnaviridae sp.||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Narnaviridae||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	NA	Narnaviridae sp.	Orthornavirae	Riboviria	NA	NA
F1121_NODE_16_length_3636_cov_8.010891_3	CAE5969281.1	100	495	0	0	2	496	1	495	495	7.8e-287	996.9	CAE5969281.1 Group II intron-encoded protein LtrA, partial [Klebsiella pneumoniae]	545	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Citrobacter|Citrobacter koseri||||||||||||||||||||||||||||||||cellular organisms||||||||||||||||||||||||||||||	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter koseri	NA	NA	NA	NA
F1618_NODE_24_length_1346_cov_58.334624_1	ASA47364.1	61.1	440	168	2	1	439	291	728	858	1.7e-155	560.5	ASA47364.1 RdRp [Wilkie narna-like virus 1]	2010280	Viruses||||||Wilkie narna-like virus 1||||||||||||||||||||||||||||||||unclassified viruses||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Wilkie narna-like virus 1	NA	NA	NA	NA
F1621_NODE_24_length_3179_cov_5.991997_1	QTW97783.1	56.5	428	185	1	1	428	685	1111	1916	1.7e-136	497.3	QTW97783.1 RNA-dependent RNA polymerase [Riboviria sp.]	2585031	Viruses||||||Riboviria sp.||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Riboviria sp.	NA	Riboviria	NA	NA
F1621_NODE_24_length_3179_cov_5.991997_2	QTW97783.1	44.1	581	322	2	18	597	1114	1692	1916	2.7e-138	503.8	QTW97783.1 RNA-dependent RNA polymerase [Riboviria sp.]	2585031	Viruses||||||Riboviria sp.||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Riboviria sp.	NA	Riboviria	NA	NA
F1621_NODE_32_length_2992_cov_117.672114_1	ASA47364.1	56.1	859	370	5	121	974	1	857	858	2.1e-275	959.9	ASA47364.1 RdRp [Wilkie narna-like virus 1]	2010280	Viruses||||||Wilkie narna-like virus 1||||||||||||||||||||||||||||||||unclassified viruses||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Wilkie narna-like virus 1	NA	NA	NA	NA
F1621_NODE_1440_length_951_cov_4.206473_1	QTW97783.1	51.6	318	147	3	3	317	1105	1418	1916	2.1e-83	320.5	QTW97783.1 RNA-dependent RNA polymerase [Riboviria sp.]	2585031	Viruses||||||Riboviria sp.||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Riboviria sp.	NA	Riboviria	NA	NA
F1187_NODE_1_length_18532_cov_6.864318_2	QNM37798.1	26.5	1717	899	46	4362	5754	4528	6205	6443	2.1e-133	490.7	QNM37798.1 hypothetical protein [Frankliniella occidentalis flavi-like virus 1]	2767259	Viruses|Kitrinoviricota|Flasuviricetes|Amarillovirales|Flaviviridae||Frankliniella occidentalis flavi-like virus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Flaviviridae||||||||||||||||||||||||||||||	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	NA	Frankliniella occidentalis flavi-like virus 1	Orthornavirae	Riboviria	NA	NA
F1187_NODE_3_length_11590_cov_460.255743_4	YP_009552820.1	66.2	2118	715	1	22	2139	1	2117	2122	0	2947.9	YP_009552820.1 large protein [Riverside virus 1]	1803263	Viruses|Negarnaviricota|Monjiviricetes|Mononegavirales|Rhabdoviridae||Riverside virus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Rhabdoviridae|||||||||||||||||||||Haploviricotina|||||||||	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Riverside virus 1	Orthornavirae	Riboviria	NA	NA
F1187_NODE_10_length_7026_cov_14.692727_2	UGO48654.1	55.1	1040	455	1	3	1042	6	1033	1033	0	1162.1	UGO48654.1 RNA dependent RNA polymerase, partial [Palmetto toti-like virus]	2894007	Viruses|Duplornaviricota|Chrymotiviricetes|Ghabrivirales|Totiviridae||Palmetto toti-like virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Totiviridae||||||||||||||||||||||||||||||	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Palmetto toti-like virus	Orthornavirae	Riboviria	NA	NA
F1187_NODE_97_length_3950_cov_14.483184_1	QRW41688.1	39.8	1283	736	19	47	1301	1	1274	1276	7.8e-254	888.6	QRW41688.1 MAG: RNA-dependent RNA polymerase [Lasigmu virus]	2800924	Viruses||||||Lasigmu virus||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Lasigmu virus	NA	Riboviria	NA	NA
F1090_NODE_3_length_9180_cov_148.045808_1	YP_009448183.1	70.4	2785	757	10	14	2792	22	2744	2752	0	3982.6	YP_009448183.1 polyprotein [Armigeres iflavirus]	2018471	Viruses|Pisuviricota|Pisoniviricetes|Picornavirales|Iflaviridae|Iflavirus|Armigeres iflavirus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Iflavirus||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Armigeres iflavirus	Orthornavirae	Riboviria	NA	NA
F1090_NODE_8_length_4703_cov_8.527108_3	YP_009337034.1	97.4	470	12	0	18	487	1	470	470	1.4e-272	949.5	YP_009337034.1 hypothetical protein 3 [Hubei tombus-like virus 20]	1923267	Viruses||||||Hubei tombus-like virus 20||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Hubei tombus-like virus 20	NA	Riboviria	NA	NA
F1560_NODE_5029_length_1007_cov_7.211134_1	EDS36387.1	76.2	235	45	4	90	313	931	1165	1391	8.4e-67	265.4	EDS36387.1 conserved hypothetical protein [Culex quinquefasciatus]	7176	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex quinquefasciatus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda|||||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1103_NODE_1_length_10799_cov_1076.610853_1	BBQ04461.1	88.9	2763	282	2	26	2762	1	2763	2763	0	4991.8	BBQ04461.1 RNA-dependent RNA polymerase [Culex pseudovishnui negev-like virus]	2682815	Viruses|||||Negevirus|Culex pseudovishnui negev-like virus||Riboviria|unclassified ssRNA positive-strand viruses|||||||||||||||||||||||||||||unclassified Riboviria|unclassified ssRNA viruses|unclassified Negevirus||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	Negevirus	Culex pseudovishnui negev-like virus	NA	Riboviria	unclassified ssRNA positive-strand viruses	NA
F1410_NODE_2199_length_1445_cov_2.294245_4	XP_039437660.1	88.1	479	57	0	1	479	551	1029	1029	1e-238	837	XP_039437660.1 leucine-rich PPR motif-containing protein, mitochondrial [Culex pipiens pallens]	42434	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex pipiens||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda||Culex pipiens pallens|||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1410_NODE_2279_length_1424_cov_7.484295_3	XP_039429910.1	95.9	458	13	2	12	468	1	453	453	2e-255	892.5	XP_039429910.1 nedd8-activating enzyme E1 catalytic subunit [Culex pipiens pallens]	42434	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex pipiens||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda||Culex pipiens pallens|||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1410_NODE_2687_length_1314_cov_4.439237_1	EDS37249.1	37	373	148	10	2	298	24	385	480	6e-32	149.8	EDS37249.1 zinc finger protein 542 [Culex quinquefasciatus]	7176	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex quinquefasciatus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda|||||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1410_NODE_3432_length_1167_cov_12.294065_1	EDS41841.1	49.7	199	78	8	12	199	1	188	280	7.5e-21	112.8	EDS41841.1 hypothetical protein CpipJ_CPIJ015243 [Culex quinquefasciatus]	7176	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex quinquefasciatus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda|||||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1371_NODE_2_length_10261_cov_47.214776_1	QGA87337.1	51.7	2499	1136	21	11	2500	1	2436	2436	0	2493	QGA87337.1 hypothetical protein [Hammarskog virga-like virus]	2665440	Viruses|Kitrinoviricota|Alsuviricetes|Martellivirales|Virgaviridae||Hammarskog virga-like virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Virgaviridae||||||||||||||||||||||||||||||	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	NA	Hammarskog virga-like virus	Orthornavirae	Riboviria	NA	NA
F1371_NODE_84_length_3846_cov_10.624901_1	AAZ15235.1	75.5	347	85	0	439	785	1	347	358	3.4e-151	547	AAZ15235.1 reverse transcriptase, partial [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1371_NODE_119_length_3515_cov_2.567052_2	KXJ68368.1	65.3	600	208	0	1	600	3	602	605	4.1e-238	835.5	KXJ68368.1 hypothetical protein RP20_CCG003891 [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1371_NODE_326_length_2709_cov_12.742653_2	XP_021699449.1	95	758	35	2	4	760	1	756	756	0	1332	XP_021699449.1 putative RNA-binding protein 15 isoform X1 [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1547_NODE_29_length_5079_cov_6.008360_1	XP_021706099.1	69.3	889	190	15	22	840	1	876	876	9.5e-277	964.1	XP_021706099.1 uncharacterized protein LOC5573750 [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1504_NODE_522_length_3471_cov_6.970726_1	EAT48375.1	99.5	613	1	1	9	621	7	617	617	8e-273	950.7	EAT48375.1 AAEL000589-PA [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1605_NODE_1_length_9870_cov_225.745695_1	YP_009345020.1	93.5	3113	198	2	5	3113	1	3113	3113	0	5826.9	YP_009345020.1 hypothetical protein [Zhejiang mosquito virus 1]	1923778	Viruses||||||Zhejiang mosquito virus 1||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Zhejiang mosquito virus 1	NA	Riboviria	NA	NA
F1607_NODE_232_length_1929_cov_2.941302_1	XP_039429735.1	69.8	645	59	3	11	539	146	770	1016	1.1e-237	833.9	XP_039429735.1 uncharacterized protein LOC120413094 [Culex pipiens pallens]	42434	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex pipiens||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda||Culex pipiens pallens|||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1185_NODE_614_length_2028_cov_39.743031_5	KXJ81172.1	89.2	295	28	3	240	531	78	371	371	3.8e-74	290.4	KXJ81172.1 hypothetical protein RP20_CCG021462 [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1185_NODE_738_length_1920_cov_1.893834_1	XP_049467022.1	62.4	595	200	1	2	572	423	1017	1615	2.4e-223	786.2	XP_049467022.1 uncharacterized protein LOC125908353 [Anopheles coluzzii]	1518534	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Anopheles|Anopheles coluzzii||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia|Pyretophorus|Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|gambiae species complex||||||||||||||Pterygota||Anophelinae|Cellia||Nematocera|Hexapoda|||||Culicoidea||||	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles coluzzii	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1185_NODE_1327_length_1590_cov_8.321173_3	EAT36359.1	63.7	237	63	5	212	440	770	991	1035	6.2e-71	279.6	EAT36359.1 AAEL011552-PA [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1185_NODE_1814_length_1417_cov_3.275330_2	XP_001662412.1	97.7	441	10	0	4	444	1	441	450	2.7e-254	888.6	XP_001662412.1 nedd8-activating enzyme E1 catalytic subunit [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
