qseqid	tax_id	evalue	Collapsed_lineage	superkingdom	phylum	class	order	family	genus	species	kingdom	realm	clade1	clade2	orf_id	contig_id	possibly_cellular_contig	target	evalue_full_seq	score_full_seq	bias_full_seq	evalue_best_dom	score_best_dom	bias_best_dom	dom_num_estim_exp	dom_num_estim_reg	dom_num_estim_clu	dom_num_estim_ov	dom_num_estim_env	dom_num_estim_dom	dom_num_estim_rep	dom_num_estim_inc	contig_set	orf_start	orf_end	orf_sense	orf_len	sseqid_be	pident_be	length_be	mismatch_be	gapopen_be	qstart_be	qend_be	sstart_be	send_be	slen_be	evalue_be	bitscore_be	stitle_be	tax_id_be	Collapsed_lineage_be	superkingdom_be	phylum_be	class_be	order_be	family_be	genus_be	species_be	kingdom_be	realm_be	clade1_be	clade2_be	rdrp_scan_vir_group	RdRP_scan_match_with_DMND	orf_id_original	qstart_be_nt	qend_be_nt
F1585_NODE_2_length_2559_cov_71.784345_1	2560063	7e-145	Viruses|Lenarviricota|Miaviricetes|Ourlivirales|Botourmiaviridae||||Riboviria||||||||||||||||||||||||||||Orthornavirae||||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	NA	NA	Orthornavirae	Riboviria	NA	NA	F1585_NODE_2_length_2559_cov_71.784345_1	F1585_NODE_2_length_2559_cov_71.784345	0	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	3.1e-117	385.4	24.5	4.2e-117	385	24.5	11	1	0	0	1	1	1	1	G	2558	498	REVERSE	2060	QDB75001.1	46.1	653	324	10	33	681	4	632	642	7e-145	525.8	QDB75001.1 MAG: RNA-dependent RNA polymerase [Cladosporium uredinicola ourmiavirus 1]	2587564	Viruses|Lenarviricota|Miaviricetes|Ourlivirales|Botourmiaviridae|Ourmiavirus|Cladosporium uredinicola ourmiavirus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Ourmiavirus||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Cladosporium uredinicola ourmiavirus 1	Orthornavirae	Riboviria	NA	NA	Ourlivirales	BestHit	F1585_NODE_2_length_2559_cov_71.784345_1	NA	NA
F1586_NODE_7_length_3277_cov_3101.561142_2	1923779	0	Viruses||||||Zhejiang mosquito virus 3||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Zhejiang mosquito virus 3	NA	Riboviria	NA	NA	F1586_NODE_7_length_3277_cov_3101.561142_2	F1586_NODE_7_length_3277_cov_3101.561142	0	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	1.3e-90	297.3	0	1.7e-90	296.8	0	11	1	0	0	1	1	1	1	G	3275	33	REVERSE	3242	APG76979.1	84.6	1056	161	2	28	1081	1	1056	1056	0	1729.5	APG76979.1 RNA-dependent RNA polymerase, partial [Zhejiang mosquito virus 3]	1923779	Viruses||||||Zhejiang mosquito virus 3||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Zhejiang mosquito virus 3	NA	Riboviria	NA	NA	Wolframvirales	no match	F1586_NODE_7_length_3277_cov_3101.561142_2	NA	NA
F1588_NODE_1_length_11833_cov_1389.869587_4	11270	0	Viruses|Negarnaviricota|Monjiviricetes|Mononegavirales|Rhabdoviridae||||Riboviria||||||||||||||||||||||||||||Orthornavirae|||||||||||||||||||||||Haploviricotina|||||||||	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	NA	Orthornavirae	Riboviria	NA	NA	F1588_NODE_1_length_11833_cov_1389.869587_4	F1588_NODE_1_length_11833_cov_1389.869587	0	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	4.6e-154	506.9	0.2	7.4e-154	506.2	0.2	12	1	0	0	1	1	1	1	G	5267	11674	FORWARD	6407	QRW41854.1	69.7	2130	633	3	3	2126	1	2124	2136	0	3117	QRW41854.1 MAG: RNA-dependent RNA polymerase [Merida virus]	1803034	Viruses|Negarnaviricota|Monjiviricetes|Mononegavirales|Rhabdoviridae|Merhavirus|Merhavirus merida||Riboviria||||||||||||||||||||||||||||Orthornavirae||Merida virus|||||||||||||||||Alpharhabdovirinae||||Haploviricotina|||||||||	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Merhavirus	Merhavirus merida	Orthornavirae	Riboviria	NA	NA	Monjiviricetes	BestHit	F1588_NODE_1_length_11833_cov_1389.869587_4	NA	NA
F1588_NODE_16_length_2162_cov_36.273849_1	1629669	0	Viruses|Lenarviricota|Miaviricetes|Ourlivirales|Botourmiaviridae|Ourmiavirus|||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Ourmiavirus||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	NA	Orthornavirae	Riboviria	NA	NA	F1588_NODE_16_length_2162_cov_36.273849_1	F1588_NODE_16_length_2162_cov_36.273849	0	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	2e-114	376.1	17.8	2.6e-114	375.7	17.8	1	1	0	0	1	1	1	1	G	2160	265	REVERSE	1895	QIP68025.1	96	618	25	0	15	632	1	618	618	0	1217.2	QIP68025.1 RNA-dependent RNA polymerase [Bremia lactucae associated ourmia-like virus 1]	2719805	Viruses|Lenarviricota|Miaviricetes|Ourlivirales|Botourmiaviridae|Ourmiavirus|Bremia lactucae associated ourmia-like virus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Ourmiavirus||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Bremia lactucae associated ourmia-like virus 1	Orthornavirae	Riboviria	NA	NA	Ourlivirales	BestHit	F1588_NODE_16_length_2162_cov_36.273849_1	NA	NA
F1367_NODE_2_length_7664_cov_2925.898935_1	1980410	0	Viruses|Negarnaviricota|Ellioviricetes|Bunyavirales|||||Riboviria||||||||||||||||||||||||||||Orthornavirae|||||||||||||||||||||||Polyploviricotina|||||||||	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	NA	NA	NA	Orthornavirae	Riboviria	NA	NA	F1367_NODE_2_length_7664_cov_2925.898935_1	F1367_NODE_2_length_7664_cov_2925.898935	0	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	2.9e-125	412.2	14.9	6.4e-125	411.1	14.9	16	1	0	0	1	1	1	1	G	3	7409	FORWARD	7406	QRD99873.1	68.3	2436	767	3	31	2466	1	2431	2434	0	3342	QRD99873.1 MAG: RNA-dependent RNA polymerase [Rhodopi bunya-like virus]	2805759	Viruses|Negarnaviricota|Ellioviricetes|Bunyavirales|||Rhodopi bunya-like virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Bunyavirales|||||||||||||||||||||Polyploviricotina|||||||||	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	NA	NA	Rhodopi bunya-like virus	Orthornavirae	Riboviria	NA	NA	Ellioviricetes	BestHit	F1367_NODE_2_length_7664_cov_2925.898935_1	NA	NA
F1367_NODE_3_length_7143_cov_133.601298_1	1708386	0	Viruses|Negarnaviricota|Ellioviricetes|Bunyavirales|Peribunyaviridae||Rhizoctonia solani negative-stranded virus 4||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Peribunyaviridae|||||||||||||||||||||Polyploviricotina|||||||||	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Peribunyaviridae	NA	Rhizoctonia solani negative-stranded virus 4	Orthornavirae	Riboviria	NA	NA	F1367_NODE_3_length_7143_cov_133.601298_1	F1367_NODE_3_length_7143_cov_133.601298	0	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	5e-65	212.9	15.2	5e-65	212.9	15.2	23	3	1	1	4	4	4	1	G	3	7025	FORWARD	7022	ALD89133.1	44.8	2347	1234	20	38	2341	26	2353	2354	0	1952.2	ALD89133.1 RNA-dependent RNA polymerase [Rhizoctonia solani negative-stranded virus 4]	1708386	Viruses|Negarnaviricota|Ellioviricetes|Bunyavirales|Peribunyaviridae||Rhizoctonia solani negative-stranded virus 4||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Peribunyaviridae|||||||||||||||||||||Polyploviricotina|||||||||	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Peribunyaviridae	NA	Rhizoctonia solani negative-stranded virus 4	Orthornavirae	Riboviria	NA	NA	Ellioviricetes	BestHit	F1367_NODE_3_length_7143_cov_133.601298_1	NA	NA
F1367_NODE_4_length_7142_cov_77.610837_1	1708386	0	Viruses|Negarnaviricota|Ellioviricetes|Bunyavirales|Peribunyaviridae||Rhizoctonia solani negative-stranded virus 4||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Peribunyaviridae|||||||||||||||||||||Polyploviricotina|||||||||	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Peribunyaviridae	NA	Rhizoctonia solani negative-stranded virus 4	Orthornavirae	Riboviria	NA	NA	F1367_NODE_4_length_7142_cov_77.610837_1	F1367_NODE_4_length_7142_cov_77.610837	0	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	3.6e-66	216.7	12	3.6e-66	216.7	12	24	2	1	0	2	2	2	1	G	7140	112	REVERSE	7028	ALD89133.1	44.3	2371	1246	20	26	2343	4	2353	2354	0	1954.5	ALD89133.1 RNA-dependent RNA polymerase [Rhizoctonia solani negative-stranded virus 4]	1708386	Viruses|Negarnaviricota|Ellioviricetes|Bunyavirales|Peribunyaviridae||Rhizoctonia solani negative-stranded virus 4||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Peribunyaviridae|||||||||||||||||||||Polyploviricotina|||||||||	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Peribunyaviridae	NA	Rhizoctonia solani negative-stranded virus 4	Orthornavirae	Riboviria	NA	NA	Ellioviricetes	BestHit	F1367_NODE_4_length_7142_cov_77.610837_1	NA	NA
F1367_NODE_12_length_4976_cov_10.137167_3	2905285	1.7e-130	Viruses|Duplornaviricota|Chrymotiviricetes|Ghabrivirales|Totiviridae|Totivirus|Sanya ochthera mantis totivirus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Totivirus||||||||||||||||||||||||||||||	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya ochthera mantis totivirus 1	Orthornavirae	Riboviria	NA	NA	F1367_NODE_12_length_4976_cov_10.137167_3	F1367_NODE_12_length_4976_cov_10.137167	0	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	1.3e-127	419.5	0	1.8e-127	419	0	11	1	0	0	1	1	1	1	G	2775	4	REVERSE	2771	UHM27577.1	35.8	783	459	13	146	923	41	784	820	1.7e-130	478.4	UHM27577.1 RNA-dependent RNA polymerase [Sanya ochthera mantis totivirus 1]	2905285	Viruses|Duplornaviricota|Chrymotiviricetes|Ghabrivirales|Totiviridae|Totivirus|Sanya ochthera mantis totivirus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Totivirus||||||||||||||||||||||||||||||	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya ochthera mantis totivirus 1	Orthornavirae	Riboviria	NA	NA	Ghabrivirales	BestHit	F1367_NODE_12_length_4976_cov_10.137167_3	NA	NA
F1367_NODE_33_length_3638_cov_33.225230_1	2732540	0	Viruses|Duplornaviricota|Chrymotiviricetes|Ghabrivirales|||||Riboviria||||||||||||||||||||||||||||Orthornavirae||||||||||||||||||||||||||||||||	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA	Orthornavirae	Riboviria	NA	NA	F1367_NODE_33_length_3638_cov_33.225230_1	F1367_NODE_33_length_3638_cov_33.225230	0	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	1.7e-100	329.8	0	2.7e-100	329.1	0	12	1	0	0	1	1	1	1	N	3530	114	REVERSE	3416	BBC45614.1	67	1131	369	1	9	1139	8	1134	1134	0	1559.3	BBC45614.1 putative RNA-dependent RNA polymerase [Alphachrysovirus aspergilli]	607716	Viruses|Duplornaviricota|Chrymotiviricetes|Ghabrivirales|Chrysoviridae|Alphachrysovirus|Alphachrysovirus aspergilli||Riboviria||||||||||||||||||||||||||||Orthornavirae||||||||||||||||||||||||||||||||	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus aspergilli	Orthornavirae	Riboviria	NA	NA	Ghabrivirales	BestHit	F1367_NODE_33_length_3638_cov_33.225230_1	NA	NA
F1367_NODE_208_length_2030_cov_14.963544_1	1849532	0	Viruses|Lenarviricota|Amabiliviricetes|Wolframvirales|Narnaviridae|Narnavirus|Fusarium poae narnavirus 2||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Narnavirus||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Fusarium poae narnavirus 2	Orthornavirae	Riboviria	NA	NA	F1367_NODE_208_length_2030_cov_14.963544_1	F1367_NODE_208_length_2030_cov_14.963544	0	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	1.4e-26	85.7	2.7	5.7e-26	83.7	2.6	19	1	1	1	2	2	2	1	G	2028	55	REVERSE	1973	YP_009272903.1	87	633	81	1	23	654	1	633	637	0	1111.7	YP_009272903.1 RNA-dependent RNA polymerase [Fusarium poae narnavirus 2]	1849532	Viruses|Lenarviricota|Amabiliviricetes|Wolframvirales|Narnaviridae|Narnavirus|Fusarium poae narnavirus 2||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Narnavirus||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Fusarium poae narnavirus 2	Orthornavirae	Riboviria	NA	NA	Wolframvirales	BestHit	F1367_NODE_208_length_2030_cov_14.963544_1	NA	NA
F1367_NODE_265_length_1859_cov_6.491685_1	10239	2.1e-115	Viruses||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	F1367_NODE_265_length_1859_cov_6.491685_1	F1367_NODE_265_length_1859_cov_6.491685	0	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	8e-78	255.1	3.3	1e-77	254.7	3.3	1	1	0	0	1	1	1	1	N	1	1620	FORWARD	1619	UDL14417.1	42.4	535	299	7	11	540	11	541	541	2.1e-115	427.6	UDL14417.1 MAG: putative RNA-dependent RNA polymerase, partial [Partitiviridae sp.]	1955170	Viruses|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae||Partitiviridae sp.||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Partitiviridae||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Partitiviridae sp.	Orthornavirae	Riboviria	NA	NA	Durnavirales	BestHit	F1367_NODE_265_length_1859_cov_6.491685_1	NA	NA
F1470_NODE_2_length_7157_cov_428.287525_2	1075826	4.6e-297	Viruses||||||dsRNA virus environmental sample||Riboviria|dsRNA viruses|||||||||||||||||||||||||||||environmental samples||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	dsRNA virus environmental sample	NA	Riboviria	dsRNA viruses	NA	F1470_NODE_2_length_7157_cov_428.287525_2	F1470_NODE_2_length_7157_cov_428.287525	0	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	6.6e-95	311.3	10.6	1.3e-94	310.4	10.6	14	1	1	0	1	1	1	1	N	3618	508	REVERSE	3110	AJT39583.1	49.9	1042	515	2	3	1037	3	1044	1044	4.6e-297	1031.9	AJT39583.1 PArp-RdRp, partial [dsRNA virus environmental sample]	1075826	Viruses||||||dsRNA virus environmental sample||Riboviria|dsRNA viruses|||||||||||||||||||||||||||||environmental samples||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	dsRNA virus environmental sample	NA	Riboviria	dsRNA viruses	NA	Ghabrivirales	no match	F1470_NODE_2_length_7157_cov_428.287525_2	NA	NA
F1012_NODE_86_length_3331_cov_4.913614_1	2719519	0	Viruses|Lenarviricota|Amabiliviricetes|Wolframvirales|Narnaviridae|Narnavirus|Plasmopara viticola lesion associated narnavirus 34||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Narnavirus||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Plasmopara viticola lesion associated narnavirus 34	Orthornavirae	Riboviria	NA	NA	F1012_NODE_86_length_3331_cov_4.913614_1	F1012_NODE_86_length_3331_cov_4.913614	0	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	1.2e-51	168.5	1	1.8e-51	167.9	1	12	1	0	0	1	1	1	1	G	6	3236	FORWARD	3230	QIR30313.1	81	1077	202	2	1	1076	1	1075	1079	0	1798.5	QIR30313.1 RNA-dependent RNA polymerase [Plasmopara viticola lesion associated narnavirus 34]	2719519	Viruses|Lenarviricota|Amabiliviricetes|Wolframvirales|Narnaviridae|Narnavirus|Plasmopara viticola lesion associated narnavirus 34||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Narnavirus||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Plasmopara viticola lesion associated narnavirus 34	Orthornavirae	Riboviria	NA	NA	Wolframvirales	BestHit	F1012_NODE_86_length_3331_cov_4.913614_1	NA	NA
F1012_NODE_304_length_2419_cov_54.767343_1	2686521	0	Viruses|Lenarviricota|Miaviricetes|Ourlivirales|Botourmiaviridae|Gammascleroulivirus|Gammascleroulivirus betaplasmoparae||Riboviria||||||||||||||||||||||||||||Orthornavirae||Plasmopara viticola lesion associated ourmia-like virus 50||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Gammascleroulivirus	Gammascleroulivirus betaplasmoparae	Orthornavirae	Riboviria	NA	NA	F1012_NODE_304_length_2419_cov_54.767343_1	F1012_NODE_304_length_2419_cov_54.767343	0	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	1.6e-121	399.6	7.2	1.8e-121	399.4	7.2	1	1	0	0	1	1	1	1	G	2	1975	FORWARD	1973	QGY72580.1	96.5	636	22	0	22	657	1	636	637	0	1252.3	QGY72580.1 RNA dependent RNA polymerase [Plasmopara viticola lesion associated ourmia-like virus 50]	2686521	Viruses|Lenarviricota|Miaviricetes|Ourlivirales|Botourmiaviridae|Gammascleroulivirus|Gammascleroulivirus betaplasmoparae||Riboviria||||||||||||||||||||||||||||Orthornavirae||Plasmopara viticola lesion associated ourmia-like virus 50||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Gammascleroulivirus	Gammascleroulivirus betaplasmoparae	Orthornavirae	Riboviria	NA	NA	Ourlivirales	BestHit	F1012_NODE_304_length_2419_cov_54.767343_1	NA	NA
F1489_NODE_1734_length_1508_cov_1316.233999_1	2559587	3.9e-203	Viruses||||||||Riboviria||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	NA	NA	Riboviria	NA	NA	F1489_NODE_1734_length_1508_cov_1316.233999_1	F1489_NODE_1734_length_1508_cov_1316.233999	0	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	1.6e-109	359.8	1.3	1.8e-109	359.6	1.3	1	1	0	0	1	1	1	1	G	34	1455	FORWARD	1421	QFR15908.1	71.1	471	135	1	4	474	1	470	470	3.9e-203	718.8	QFR15908.1 nonstructural protein [Spodoptera exempta insect virus 1]	2654689	Viruses|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae||Spodoptera exempta insect virus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Partitiviridae||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Spodoptera exempta insect virus 1	Orthornavirae	Riboviria	NA	NA	Durnavirales	BestHit	F1489_NODE_1734_length_1508_cov_1316.233999_1	NA	NA
F1036_NODE_2_length_6945_cov_19.074020_2	2501997	0	Viruses|Negarnaviricota|Ellioviricetes|Bunyavirales|Phasmaviridae|Jonvirus|||Riboviria||||||||||||||||||||||||||||Orthornavirae|||||||||||||||||||||||Polyploviricotina|||||||||	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Phasmaviridae	Jonvirus	NA	Orthornavirae	Riboviria	NA	NA	F1036_NODE_2_length_6945_cov_19.074020_2	F1036_NODE_2_length_6945_cov_19.074020	0	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	4.5e-60	196.5	24.6	4.5e-60	196.5	24.6	32	2	1	1	3	3	3	1	G	6943	149	REVERSE	6794	ULE62088.1	44.8	2221	1152	21	8	2215	59	2217	2256	0	1850.5	ULE62088.1 RNA-dependent RNA polymerase [Mikado virus]	2895614	Viruses|Negarnaviricota|Ellioviricetes|Bunyavirales|Phasmaviridae|Jonvirus|Mikado virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Jonvirus|||||||||||||||||||||Polyploviricotina|||||||||	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Phasmaviridae	Jonvirus	Mikado virus	Orthornavirae	Riboviria	NA	NA	Ellioviricetes	BestHit	F1036_NODE_2_length_6945_cov_19.074020_2	NA	NA
F1352_NODE_69_length_3272_cov_31.923220_3	2010278	0	Viruses||||||Leshenault partiti-like virus||||||||||||||||||||||||||||||||unclassified viruses||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Leshenault partiti-like virus	NA	NA	NA	NA	F1352_NODE_69_length_3272_cov_31.923220_3	F1352_NODE_69_length_3272_cov_31.923220	0	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	9.6e-59	192	0.6	1.2e-58	191.7	0.6	11	1	0	0	1	1	1	1	G	2777	177	REVERSE	2600	YP_009388588.1	85.9	793	112	0	72	864	2	794	797	0	1427.2	YP_009388588.1 RdRp [Leshenault partiti-like virus]	2010278	Viruses||||||Leshenault partiti-like virus||||||||||||||||||||||||||||||||unclassified viruses||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Leshenault partiti-like virus	NA	NA	NA	NA	Durnavirales	no match	F1352_NODE_69_length_3272_cov_31.923220_3	NA	NA
F1034_NODE_1_length_13892_cov_121.603310_5	1608134	0	Viruses|Negarnaviricota|Monjiviricetes|Mononegavirales|Rhabdoviridae||Wuhan Mosquito Virus 9||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Rhabdoviridae|||||||||||||||||||||Haploviricotina|||||||||	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Wuhan Mosquito Virus 9	Orthornavirae	Riboviria	NA	NA	F1034_NODE_1_length_13892_cov_121.603310_5	F1034_NODE_1_length_13892_cov_121.603310	0	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	1.8e-199	657.1	3.2	1.8e-199	657.1	3.2	19	2	0	0	2	2	2	1	G	6600	13466	FORWARD	6866	QTW97825.1	68.6	2283	715	1	2	2283	15	2297	2308	0	3293.4	QTW97825.1 RNA-dependent RNA polymerase [Wuhan Mosquito Virus 9]	1608134	Viruses|Negarnaviricota|Monjiviricetes|Mononegavirales|Rhabdoviridae||Wuhan Mosquito Virus 9||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Rhabdoviridae|||||||||||||||||||||Haploviricotina|||||||||	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Wuhan Mosquito Virus 9	Orthornavirae	Riboviria	NA	NA	Monjiviricetes	BestHit	F1034_NODE_1_length_13892_cov_121.603310_5	NA	NA
F1041_NODE_1_length_10955_cov_49.590092_1	2079148	0	Viruses||||||Culex pipiens-associated Tunisia virus||Riboviria|unclassified ssRNA positive-strand viruses|||||||||||||||||||||||||||||unclassified Riboviria|unclassified ssRNA viruses|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Culex pipiens-associated Tunisia virus	NA	Riboviria	unclassified ssRNA positive-strand viruses	NA	F1041_NODE_1_length_10955_cov_49.590092_1	F1041_NODE_1_length_10955_cov_49.590092	0	ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	7.3e-166	546.3	17.4	7.3e-166	546.3	17.4	26	3	0	0	3	3	3	1	G	10892	3294	REVERSE	7598	YP_009553255.1	98.8	2532	18	1	2	2533	1	2520	2520	0	4919.4	YP_009553255.1 replicase [Culex pipiens-associated Tunisia virus]	2079148	Viruses||||||Culex pipiens-associated Tunisia virus||Riboviria|unclassified ssRNA positive-strand viruses|||||||||||||||||||||||||||||unclassified Riboviria|unclassified ssRNA viruses|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Culex pipiens-associated Tunisia virus	NA	Riboviria	unclassified ssRNA positive-strand viruses	NA	Martellivirales	no match	F1041_NODE_1_length_10955_cov_49.590092_1	NA	NA
F1042_NODE_4_length_2800_cov_341.222587_3	2559587	2.7e-204	Viruses||||||||Riboviria||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	NA	NA	Riboviria	NA	NA	F1042_NODE_4_length_2800_cov_341.222587_3	F1042_NODE_4_length_2800_cov_341.222587	0	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	2.3e-104	343	1.6	2.8e-104	342.7	1.6	1	1	0	0	1	1	1	1	N	1488	64	REVERSE	1424	AXQ04793.1	98.9	357	4	0	119	475	1	357	357	2.7e-204	722.6	AXQ04793.1 hypothetical protein [Culex-associated Luteo-like virus]	2304522	Viruses|Kitrinoviricota|Tolucaviricetes|Tolivirales|Luteoviridae||Culex-associated Luteo-like virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Luteoviridae||||||||||||||||||||||||||||||	Viruses	Kitrinoviricota	Tolucaviricetes	Tolivirales	Luteoviridae	NA	Culex-associated Luteo-like virus	Orthornavirae	Riboviria	NA	NA	Sobelivirales	no match	F1042_NODE_4_length_2800_cov_341.222587_3	NA	NA
