Sample	'Batch	'LibPool	'site	'season	'village	'commune	'district	'city	'elevation_m	'trapping.method	'trip	'month	'genus	'subgenus	'species	'genus_species	'sex	'blood_meal	'number	'old_eppendorf	'old_box	'new_eppendorf	'new_box	'Location	'datetime_setup	'datetime_collect	'lat	'long	'id	'latlong_provided	'seq_priority	'tr	'trait
F1193	'18	'18	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Aedes	'Stegomyia	'gardnerii	'Aedes gardneri	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Pursat	'2019-10-08 10:25:00	'2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1193	masked, available in supplementary info or upon request	'low	'NA	'NA
F1195	'18	'18	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Aedes	'Stegomyia	'gardnerii	'Aedes gardneri	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Pursat	'2019-10-08 10:25:00	'2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1195	masked, available in supplementary info or upon request	'low	'NA	'NA
F1198	'18	'18	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Aedes	'Stegomyia	'gardnerri	'Aedes gardneri	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Pursat	'2019-10-09 08:45:00	'2019-10-10 08:47:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1198	masked, available in supplementary info or upon request	'low	'NA	'NA
F1202	'18	'18	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Aedes	'NA	'thailandensis	'Aedes thailandensis	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Pursat	'2019-10-08 10:25:00	'2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1202	masked, available in supplementary info or upon request	'low	'NA	'NA
F1203	'18	'18	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Aedes	'NA	'thailandensis	'Aedes thailandensis	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Pursat	'2019-10-08 10:25:00	'2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1203	masked, available in supplementary info or upon request	'low	'NA	'NA
F1204	'18	'18	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Aedes	'NA	'thailandensis	'Aedes thailandensis	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Pursat	'2019-10-08 10:25:00	'2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1204	masked, available in supplementary info or upon request	'low	'NA	'NA
F1206	'18	'18	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Aedes	'NA	'thailandensis	'Aedes thailandensis	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Pursat	'2019-10-08 10:25:00	'2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1206	masked, available in supplementary info or upon request	'low	'NA	'NA
F1209	'18	'18	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Aedes	'NA	'thailandensis	'Aedes thailandensis	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Pursat	'2019-10-08 10:52:00	'2019-10-09 10:45:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1209	masked, available in supplementary info or upon request	'low	'NA	'NA
F1246	'18	'18	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Eumelanomyia	'brevipalpis	'Culex brevipalpis	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Pursat	'2019-10-07 14:23:00	'2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1246	masked, available in supplementary info or upon request	'low	'NA	'NA
F1247	'18	'18	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Eumelanomyia	'brevipalpis	'Culex brevipalpis	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Pursat	'2019-10-07 14:23:00	'2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1247	masked, available in supplementary info or upon request	'low	'NA	'NA
F1249	'18	'18	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Lophoceraomyia	'cinctellus	'Culex cinctellus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Pursat	'2019-10-07 14:23:00	'2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1249	masked, available in supplementary info or upon request	'low	'NA	'NA
F1250	'18	'18	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Lophoceraomyia	'cinctellus	'Culex cinctellus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Pursat	'2019-10-07 14:23:00	'2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1250	masked, available in supplementary info or upon request	'low	'NA	'NA
F1275	'18	'18	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Lophoceraomyia	'infantulus	'Culex infantulus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Pursat	'2019-10-07 14:23:00	'2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1275	masked, available in supplementary info or upon request	'low	'NA	'NA
F1280	'18	'18	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Lophoceraomyia	'infantulus	'Culex infantulus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Pursat	'2019-10-07 14:23:00	'2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1280	masked, available in supplementary info or upon request	'low	'NA	'NA
F1284	'18	'18	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Lophoceraomyia	'infantulus	'Culex infantulus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Pursat	'2019-10-07 14:23:00	'2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1284	masked, available in supplementary info or upon request	'low	'NA	'NA
F1285	'18	'18	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Lophoceraomyia	'infantulus	'Culex infantulus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Pursat	'2019-10-07 14:23:00	'2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1285	masked, available in supplementary info or upon request	'low	'NA	'NA
F1290	'18	'18	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Culiciomyia	'nigropunctatus	'Culex nigropunctatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Pursat	'2019-10-07 14:23:00	'2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1290	masked, available in supplementary info or upon request	'low	'NA	'NA
F1294	'18	'18	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Culiciomyia	'nigropunctatus	'Culex nigropunctatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Pursat	'2019-10-07 14:23:00	'2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1294	masked, available in supplementary info or upon request	'low	'NA	'NA
F1334	'18	'18	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Mansonia	'Mansonioides	'annulifera	'Mansonia annulifera	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Pursat	'2019-10-08 08:45:00	'2019-10-09 08:45:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1334	masked, available in supplementary info or upon request	'low	'NA	'NA
F1253	'18	'18	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Lophoceraomyia	'cinctellus	'Culex cinctellus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Pursat	'2019-10-07 14:23:00	'2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1253	masked, available in supplementary info or upon request	'low	'NA	'NA
F1255	'18	'18	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Lophoceraomyia	'cinctellus	'Culex cinctellus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Pursat	'2019-10-07 14:23:00	'2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1255	masked, available in supplementary info or upon request	'low	'NA	'NA
F1132	'18	'18	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Culex	'tritaeniorhynchus	'Culex tritaeniorhynchus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Sihanuokville	'2019-10-08 08:15:00	'2019-10-09 08:00:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1132	masked, available in supplementary info or upon request	'low	'NA	'NA
F1134	'18	'18	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Culex	'tritaeniorhynchus	'Culex tritaeniorhynchus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Sihanuokville	'2019-10-08 08:15:00	'2019-10-09 08:00:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1134	masked, available in supplementary info or upon request	'low	'NA	'NA
F1018	'19	'21	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Anopheles	'Anopheles	'peditaeniatus	'Anopheles peditaeniatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Battambang & Pailin	'2019-10-15 09:47:00	'2019-10-16 09:48:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1018	masked, available in supplementary info or upon request	'low	'NA	'NA
F1356	'19	'21	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Anopheles	'Anopheles	'peditaeniatus	'Anopheles peditaeniatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Kompong Thom	'2019-10-14 14:27:00	'2019-10-15 14:30:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1356	masked, available in supplementary info or upon request	'low	'NA	'NA
F1357	'19	'21	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Anopheles	'Anopheles	'peditaeniatus	'Anopheles peditaeniatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Kompong Thom	'2019-10-14 14:27:00	'2019-10-15 14:30:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1357	masked, available in supplementary info or upon request	'low	'NA	'NA
F1358	'19	'21	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Anopheles	'Anopheles	'peditaeniatus	'Anopheles peditaeniatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Kompong Thom	'2019-10-14 14:27:00	'2019-10-15 14:30:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1358	masked, available in supplementary info or upon request	'low	'NA	'NA
F1359	'19	'21	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Anopheles	'Anopheles	'peditaeniatus	'Anopheles peditaeniatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Kompong Thom	'2019-10-14 14:27:00	'2019-10-15 14:30:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1359	masked, available in supplementary info or upon request	'low	'NA	'NA
F1360	'19	'21	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Anopheles	'Anopheles	'peditaeniatus	'Anopheles peditaeniatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Kompong Thom	'2019-10-14 16:45:00	'2019-10-15 16:43:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1360	masked, available in supplementary info or upon request	'low	'NA	'NA
F1361	'19	'21	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Anopheles	'Anopheles	'peditaeniatus	'Anopheles peditaeniatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Kompong Thom	'2019-10-14 16:45:00	'2019-10-15 16:43:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1361	masked, available in supplementary info or upon request	'low	'NA	'NA
F1362	'19	'21	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Anopheles	'Anopheles	'peditaeniatus	'Anopheles peditaeniatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Kompong Thom	'2019-10-15 16:45:00	'2019-10-16 16:40:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1362	masked, available in supplementary info or upon request	'low	'NA	'NA
F1363	'19	'21	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Anopheles	'Anopheles	'peditaeniatus	'Anopheles peditaeniatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Kompong Thom	'2019-10-15 16:45:00	'2019-10-16 16:40:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1363	masked, available in supplementary info or upon request	'low	'NA	'NA
F1364	'19	'21	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Anopheles	'Anopheles	'peditaeniatus	'Anopheles peditaeniatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Kompong Thom	'2019-10-15 16:45:00	'2019-10-16 16:40:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1364	masked, available in supplementary info or upon request	'low	'NA	'NA
F1365	'19	'21	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Anopheles	'Anopheles	'peditaeniatus	'Anopheles peditaeniatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Kompong Thom	'2019-10-15 16:45:00	'2019-10-16 16:40:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1365	masked, available in supplementary info or upon request	'low	'NA	'NA
F1366	'19	'21	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Anopheles	'Anopheles	'peditaeniatus	'Anopheles peditaeniatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Kompong Thom	'2019-10-16 14:27:00	'2019-10-17 14:32:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1366	masked, available in supplementary info or upon request	'low	'NA	'NA
F1367	'19	'21	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Anopheles	'Anopheles	'peditaeniatus	'Anopheles peditaeniatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Kompong Thom	'2019-10-16 14:27:00	'2019-10-17 14:32:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1367	masked, available in supplementary info or upon request	'low	'NA	'NA
F1368	'19	'21	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Anopheles	'Anopheles	'peditaeniatus	'Anopheles peditaeniatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Kompong Thom	'2019-10-16 14:27:00	'2019-10-17 14:32:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1368	masked, available in supplementary info or upon request	'low	'NA	'NA
F1369	'19	'21	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Anopheles	'Anopheles	'peditaeniatus	'Anopheles peditaeniatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Kompong Thom	'2019-10-16 14:27:00	'2019-10-17 14:32:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1369	masked, available in supplementary info or upon request	'low	'NA	'NA
F1370	'19	'21	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Anopheles	'Anopheles	'peditaeniatus	'Anopheles peditaeniatus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Kompong Thom	'2019-10-16 16:45:00	'2019-10-17 16:39:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1370	masked, available in supplementary info or upon request	'low	'NA	'NA
F1451	'19	'21	masked, available in supplementary info or upon request	'Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'October	'Culex	'Culex	'tritaeniorhynchus	'Culex tritaeniorhynchus	female	'0	'1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'Kompong Thom	'2019-10-15 02:27:00	'2019-10-16 14:35:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	'FSPI_1451	masked, available in supplementary info or upon request	'low	'Kompong Thom	'Culex tritaeniorhynchus_Kompong Thom
