Sample	Batch	LibPool	site	season	village	commune	district	city	elevation_m	trapping.method	trip	month	genus	subgenus	species	genus_species	sex	blood_meal	number	old_eppendorf	old_box	new_eppendorf	new_box	Location	datetime_setup	datetime_collect	lat	long	id	latlong_provided	seq_priority
F1203	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	NA	thailandensis	Aedes thailandensis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1203	masked, available in supplementary info or upon request	low
F1204	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	NA	thailandensis	Aedes thailandensis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1204	masked, available in supplementary info or upon request	low
F1205	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	NA	thailandensis	Aedes thailandensis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1205	masked, available in supplementary info or upon request	low
F1206	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	NA	thailandensis	Aedes thailandensis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1206	masked, available in supplementary info or upon request	low
F1207	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	NA	thailandensis	Aedes thailandensis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1207	masked, available in supplementary info or upon request	low
F1208	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	NA	thailandensis	Aedes thailandensis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1208	masked, available in supplementary info or upon request	low
F1209	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	NA	thailandensis	Aedes thailandensis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:52:00	2019-10-09 10:45:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1209	masked, available in supplementary info or upon request	low
F1018	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Anopheles	Anopheles	peditaeniatus	Anopheles peditaeniatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Battambang & Pailin	2019-10-15 09:47:00	2019-10-16 09:48:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1018	masked, available in supplementary info or upon request	low
F1356	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Anopheles	Anopheles	peditaeniatus	Anopheles peditaeniatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-14 14:27:00	2019-10-15 14:30:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1356	masked, available in supplementary info or upon request	low
F1357	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Anopheles	Anopheles	peditaeniatus	Anopheles peditaeniatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-14 14:27:00	2019-10-15 14:30:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1357	masked, available in supplementary info or upon request	low
F1358	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Anopheles	Anopheles	peditaeniatus	Anopheles peditaeniatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-14 14:27:00	2019-10-15 14:30:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1358	masked, available in supplementary info or upon request	low
F1359	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Anopheles	Anopheles	peditaeniatus	Anopheles peditaeniatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-14 14:27:00	2019-10-15 14:30:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1359	masked, available in supplementary info or upon request	low
F1360	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Anopheles	Anopheles	peditaeniatus	Anopheles peditaeniatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-14 16:45:00	2019-10-15 16:43:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1360	masked, available in supplementary info or upon request	low
F1361	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Anopheles	Anopheles	peditaeniatus	Anopheles peditaeniatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-14 16:45:00	2019-10-15 16:43:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1361	masked, available in supplementary info or upon request	low
F1362	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Anopheles	Anopheles	peditaeniatus	Anopheles peditaeniatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 16:45:00	2019-10-16 16:40:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1362	masked, available in supplementary info or upon request	low
F1363	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Anopheles	Anopheles	peditaeniatus	Anopheles peditaeniatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 16:45:00	2019-10-16 16:40:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1363	masked, available in supplementary info or upon request	low
F1364	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Anopheles	Anopheles	peditaeniatus	Anopheles peditaeniatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 16:45:00	2019-10-16 16:40:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1364	masked, available in supplementary info or upon request	low
F1365	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Anopheles	Anopheles	peditaeniatus	Anopheles peditaeniatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 16:45:00	2019-10-16 16:40:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1365	masked, available in supplementary info or upon request	low
F1366	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Anopheles	Anopheles	peditaeniatus	Anopheles peditaeniatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-16 14:27:00	2019-10-17 14:32:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1366	masked, available in supplementary info or upon request	low
F1367	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Anopheles	Anopheles	peditaeniatus	Anopheles peditaeniatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-16 14:27:00	2019-10-17 14:32:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1367	masked, available in supplementary info or upon request	low
F1368	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Anopheles	Anopheles	peditaeniatus	Anopheles peditaeniatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-16 14:27:00	2019-10-17 14:32:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1368	masked, available in supplementary info or upon request	low
F1369	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Anopheles	Anopheles	peditaeniatus	Anopheles peditaeniatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-16 14:27:00	2019-10-17 14:32:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1369	masked, available in supplementary info or upon request	low
F1370	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Anopheles	Anopheles	peditaeniatus	Anopheles peditaeniatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-16 16:45:00	2019-10-17 16:39:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1370	masked, available in supplementary info or upon request	low
F1246	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Eumelanomyia	brevipalpis	Culex brevipalpis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1246	masked, available in supplementary info or upon request	low
F1247	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Eumelanomyia	brevipalpis	Culex brevipalpis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1247	masked, available in supplementary info or upon request	low
F1415	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	brevipalpis	Culex brevipalpis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-16 15:38:00	2019-10-17 15:28:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1415	masked, available in supplementary info or upon request	low
F1416	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	brevipalpis	Culex brevipalpis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-16 16:55:00	2019-10-17 16:42:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1416	masked, available in supplementary info or upon request	low
F1248	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Lophoceraomyia	cinctellus	Culex cinctellus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1248	masked, available in supplementary info or upon request	low
F1249	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Lophoceraomyia	cinctellus	Culex cinctellus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1249	masked, available in supplementary info or upon request	low
F1250	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Lophoceraomyia	cinctellus	Culex cinctellus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1250	masked, available in supplementary info or upon request	low
F1251	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Lophoceraomyia	cinctellus	Culex cinctellus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1251	masked, available in supplementary info or upon request	low
F1252	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Lophoceraomyia	cinctellus	Culex cinctellus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1252	masked, available in supplementary info or upon request	low
F1253	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Lophoceraomyia	cinctellus	Culex cinctellus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1253	masked, available in supplementary info or upon request	low
F1254	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Lophoceraomyia	cinctellus	Culex cinctellus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1254	masked, available in supplementary info or upon request	low
F1255	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Lophoceraomyia	cinctellus	Culex cinctellus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1255	masked, available in supplementary info or upon request	low
F1256	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Lophoceraomyia	cinctellus	Culex cinctellus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1256	masked, available in supplementary info or upon request	low
F1257	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Lophoceraomyia	cinctellus	Culex cinctellus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1257	masked, available in supplementary info or upon request	low
F1646	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Lophoceraomyia	cinctellus	Culex cinctellus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Preah Vihear	2019-10-21 15:25:00	2019-10-22 15:20:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1646	masked, available in supplementary info or upon request	low
F1273	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Lophoceraomyia	infantulus	Culex infantulus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1273	masked, available in supplementary info or upon request	low
F1274	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Lophoceraomyia	infantulus	Culex infantulus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1274	masked, available in supplementary info or upon request	low
F1275	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Lophoceraomyia	infantulus	Culex infantulus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1275	masked, available in supplementary info or upon request	low
F1276	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Lophoceraomyia	infantulus	Culex infantulus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1276	masked, available in supplementary info or upon request	low
F1277	0.0	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Lophoceraomyia	infantulus	Culex infantulus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1277	masked, available in supplementary info or upon request	low
